pos:C,name:Einar Diaz,age:30,games:101,plate_appearances:361,at_bats:334,runs:30,hits:86,doubles:14,triples:1,home_runs:4,runs_batted_in:35,stolen_bases:3,caught_stealing:1,walks:9,strikeouts:32,batting_avg:.257,onbase:.294,slugging:.341,ops:erc">.341,ops+:lugging">.635,bases:114,double_plays:12,hit_by_pitch:10,sac_hits:4,sac_flies:4,intentional_walks:0
pos:1B,name:Mark Teixeira,age:23,games:146,plate_appearances:589,at_bats:529,runs:66,hits:137,doubles:29,triples:5,home_runs:26,runs_batted_in:84,stolen_bases:1,caught_stealing:2,walks:44,strikeouts:120,batting_avg:.259,onbase:.331,slugging:.480,ops:erc">.480,ops+:lugging">.811,bases:254,double_plays:14,hit_by_pitch:14,sac_hits:0,sac_flies:2,intentional_walks:5
pos:2B,name:Michael Young,age:26,games:160,plate_appearances:713,at_bats:666,runs:106,hits:204,doubles:33,triples:9,home_runs:14,runs_batted_in:72,stolen_bases:13,caught_stealing:2,walks:36,strikeouts:103,batting_avg:.306,onbase:.339,slugging:.446,ops:erc">.446,ops+:lugging">.785,bases:297,double_plays:14,hit_by_pitch:1,sac_hits:3,sac_flies:7,intentional_walks:1
pos:SS,name:Alex Rodriguez,age:27,games:161,plate_appearances:715,at_bats:607,runs:124,hits:181,doubles:30,triples:6,home_runs:47,runs_batted_in:118,stolen_bases:17,caught_stealing:3,walks:87,strikeouts:126,batting_avg:.298,onbase:.396,slugging:.600,ops:erc">.600,ops+:lugging">.995,bases:364,double_plays:16,hit_by_pitch:15,sac_hits:0,sac_flies:6,intentional_walks:10
pos:3B,name:Hank Blalock,age:22,games:143,plate_appearances:615,at_bats:567,runs:89,hits:170,doubles:33,triples:3,home_runs:29,runs_batted_in:90,stolen_bases:2,caught_stealing:3,walks:44,strikeouts:97,batting_avg:.300,onbase:.350,slugging:.522,ops:erc">.522,ops+:lugging">.872,bases:296,double_plays:16,hit_by_pitch:1,sac_hits:0,sac_flies:3,intentional_walks:1
pos:LF,name:Shane Spencer,age:31,games:55,plate_appearances:216,at_bats:185,runs:16,hits:42,doubles:10,triples:0,home_runs:4,runs_batted_in:23,stolen_bases:0,caught_stealing:0,walks:27,strikeouts:40,batting_avg:.227,onbase:.329,slugging:.346,ops:erc">.346,ops+:lugging">.675,bases:64,double_plays:2,hit_by_pitch:2,sac_hits:0,sac_flies:2,intentional_walks:0
pos:CF,name:Ryan Christenson,age:29,games:60,plate_appearances:186,at_bats:165,runs:22,hits:29,doubles:7,triples:0,home_runs:2,runs_batted_in:16,stolen_bases:2,caught_stealing:2,walks:15,strikeouts:44,batting_avg:.176,onbase:.255,slugging:.255,ops:erc">.255,ops+:lugging">.510,bases:42,double_plays:3,hit_by_pitch:3,sac_hits:2,sac_flies:1,intentional_walks:0
pos:RF,name:Juan Gonzalez,age:33,games:82,plate_appearances:346,at_bats:327,runs:49,hits:96,doubles:17,triples:1,home_runs:24,runs_batted_in:70,stolen_bases:1,caught_stealing:1,walks:14,strikeouts:73,batting_avg:.294,onbase:.329,slugging:.572,ops:erc">.572,ops+:lugging">.901,bases:187,double_plays:10,hit_by_pitch:4,sac_hits:0,sac_flies:1,intentional_walks:1
pos:DH,name:Rafael Palmeiro,age:38,games:154,plate_appearances:654,at_bats:561,runs:92,hits:146,doubles:21,triples:2,home_runs:38,runs_batted_in:112,stolen_bases:2,caught_stealing:0,walks:84,strikeouts:77,batting_avg:.260,onbase:.359,slugging:.508,ops:erc">.508,ops+:lugging">.867,bases:285,double_plays:7,hit_by_pitch:5,sac_hits:0,sac_flies:4,intentional_walks:9
pos:OF,name:Carl Everett,age:32,games:74,plate_appearances:313,at_bats:270,runs:53,hits:74,doubles:13,triples:3,home_runs:18,runs_batted_in:51,stolen_bases:4,caught_stealing:1,walks:31,strikeouts:48,batting_avg:.274,onbase:.356,slugging:.544,ops:erc">.544,ops+:lugging">.900,bases:147,double_plays:2,hit_by_pitch:5,sac_hits:4,sac_flies:3,intentional_walks:2
pos:C,name:Todd Greene,age:32,games:62,plate_appearances:210,at_bats:205,runs:25,hits:47,doubles:10,triples:1,home_runs:10,runs_batted_in:20,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:47,batting_avg:.229,onbase:.243,slugging:.434,ops:erc">.434,ops+:lugging">.677,bases:89,double_plays:2,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:0
pos:CF,name:Doug Glanville,age:32,games:52,plate_appearances:203,at_bats:195,runs:22,hits:53,doubles:5,triples:0,home_runs:4,runs_batted_in:14,stolen_bases:4,caught_stealing:0,walks:6,strikeouts:25,batting_avg:.272,onbase:.294,slugging:.359,ops:erc">.359,ops+:lugging">.653,bases:70,double_plays:2,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:1
pos:OF,name:Laynce Nix,age:22,games:53,plate_appearances:195,at_bats:184,runs:25,hits:47,doubles:10,triples:0,home_runs:8,runs_batted_in:30,stolen_bases:3,caught_stealing:0,walks:9,strikeouts:53,batting_avg:.255,onbase:.289,slugging:.440,ops:erc">.440,ops+:lugging">.729,bases:81,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:UT,name:Donnie Sadler,age:28,games:77,plate_appearances:150,at_bats:131,runs:27,hits:26,doubles:5,triples:2,home_runs:1,runs_batted_in:5,stolen_bases:4,caught_stealing:3,walks:13,strikeouts:34,batting_avg:.198,onbase:.277,slugging:.290,ops:erc">.290,ops+:lugging">.567,bases:38,double_plays:1,hit_by_pitch:2,sac_hits:2,sac_flies:2,intentional_walks:0
pos:LF,name:Ruben Sierra,age:37,games:43,plate_appearances:147,at_bats:133,runs:14,hits:35,doubles:9,triples:0,home_runs:3,runs_batted_in:12,stolen_bases:1,caught_stealing:1,walks:14,strikeouts:27,batting_avg:.263,onbase:.333,slugging:.398,ops:erc">.398,ops+:lugging">.732,bases:53,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:LF,name:Kevin Mench,age:25,games:38,plate_appearances:139,at_bats:125,runs:15,hits:40,doubles:12,triples:0,home_runs:2,runs_batted_in:11,stolen_bases:1,caught_stealing:1,walks:10,strikeouts:17,batting_avg:.320,onbase:.381,slugging:.464,ops:erc">.464,ops+:lugging">.845,bases:58,double_plays:2,hit_by_pitch:3,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Jason Jones,age:26,games:40,plate_appearances:121,at_bats:107,runs:11,hits:23,doubles:6,triples:0,home_runs:3,runs_batted_in:11,stolen_bases:0,caught_stealing:1,walks:10,strikeouts:21,batting_avg:.215,onbase:.298,slugging:.355,ops:erc">.355,ops+:lugging">.653,bases:38,double_plays:1,hit_by_pitch:3,sac_hits:0,sac_flies:1,intentional_walks:0
pos:CF,name:Ramon Nivar,age:23,games:28,plate_appearances:97,at_bats:90,runs:9,hits:19,doubles:1,triples:2,home_runs:0,runs_batted_in:7,stolen_bases:4,caught_stealing:2,walks:4,strikeouts:10,batting_avg:.211,onbase:.253,slugging:.267,ops:erc">.267,ops+:lugging">.519,bases:24,double_plays:1,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
pos:RF,name:Marcus Thames,age:26,games:30,plate_appearances:84,at_bats:73,runs:12,hits:15,doubles:2,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:8,strikeouts:18,batting_avg:.205,onbase:.298,slugging:.274,ops:erc">.274,ops+:lugging">.572,bases:20,double_plays:2,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:0
pos:UT,name:Jermaine Clark,age:26,games:24,plate_appearances:54,at_bats:46,runs:2,hits:8,doubles:2,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:2,caught_stealing:1,walks:6,strikeouts:4,batting_avg:.174,onbase:.264,slugging:.217,ops:erc">.217,ops+:lugging">.482,bases:10,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:C,name:Gerald Laird,age:23,games:19,plate_appearances:50,at_bats:44,runs:9,hits:12,doubles:2,triples:1,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:11,batting_avg:.273,onbase:.360,slugging:.432,ops:erc">.432,ops+:lugging">.792,bases:19,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Mike Lamb,age:27,games:28,plate_appearances:42,at_bats:38,runs:3,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:7,batting_avg:.132,onbase:.190,slugging:.132,ops:erc">.132,ops+:lugging">.322,bases:5,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Ryan Ludwick,age:24,games:8,plate_appearances:30,at_bats:26,runs:3,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:9,batting_avg:.154,onbase:.267,slugging:.192,ops:erc">.192,ops+:lugging">.459,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CI,name:Herbert Perry,age:33,games:11,plate_appearances:24,at_bats:24,runs:1,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.167,onbase:.167,slugging:.208,ops:erc">.208,ops+:lugging">.375,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Chad Kreuter,age:38,games:7,plate_appearances:21,at_bats:18,runs:0,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:2,batting_avg:.111,onbase:.238,slugging:.167,ops:erc">.167,ops+:lugging">.405,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ismael Valdez,age:29,games:2,plate_appearances:6,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Victor Santos,age:26,games:2,plate_appearances:3,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Tony Mounce,age:28,games:1,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Joaquin Benoit,age:25,games:1,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Chan Ho Park,age:30,games:1,plate_appearances:1,at_bats:0,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:,onbase:1.000,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Colby Lewis,age:23,games:1,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:R.A. Dickey,age:28,games:2,plate_appearances:1,at_bats:1,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Thomson,age:29,games:1,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mario Ramos,age:25,games:1,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Reynaldo Garcia,age:29,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jay Powell,age:31,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Aaron Fultz,age:29,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Erasmo Ramirez,age:27,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ron Mahay,age:32,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Alan Benes,age:31,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Francisco Cordero,age:28,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brian Shouse,age:34,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rosman Garcia,age:24,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Todd Van Poppel,age:31,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Juan Dominguez,age:23,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mickey Callaway,age:28,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ryan Drese,age:27,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Robert Ellis,age:32,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Doug Davis,age:27,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Esteban Yan,age:28,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:C.J. Nitkowski,age:30,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ugueth Urbina,age:29,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
