pos:C,name:Ramon Hernandez,age:26,games:136,plate_appearances:457,at_bats:403,runs:51,hits:94,doubles:20,triples:0,home_runs:7,runs_batted_in:42,stolen_bases:0,caught_stealing:0,walks:43,strikeouts:64,batting_avg:.233,onbase:.313,slugging:.335,ops:erc">.335,ops+:lugging">.648,bases:135,double_plays:11,hit_by_pitch:5,sac_hits:3,sac_flies:3,intentional_walks:1
pos:1B,name:Scott Hatteberg,age:32,games:136,plate_appearances:568,at_bats:492,runs:58,hits:138,doubles:22,triples:4,home_runs:15,runs_batted_in:61,stolen_bases:0,caught_stealing:0,walks:68,strikeouts:56,batting_avg:.280,onbase:.374,slugging:.433,ops:erc">.433,ops+:lugging">.807,bases:213,double_plays:8,hit_by_pitch:6,sac_hits:1,sac_flies:1,intentional_walks:1
pos:2B,name:Mark Ellis,age:25,games:98,plate_appearances:404,at_bats:345,runs:58,hits:94,doubles:16,triples:4,home_runs:6,runs_batted_in:35,stolen_bases:4,caught_stealing:2,walks:44,strikeouts:54,batting_avg:.272,onbase:.359,slugging:.394,ops:erc">.394,ops+:lugging">.753,bases:136,double_plays:3,hit_by_pitch:4,sac_hits:8,sac_flies:3,intentional_walks:1
pos:SS,name:Miguel Tejada,age:28,games:162,plate_appearances:715,at_bats:662,runs:108,hits:204,doubles:30,triples:0,home_runs:34,runs_batted_in:131,stolen_bases:7,caught_stealing:2,walks:38,strikeouts:84,batting_avg:.308,onbase:.354,slugging:.508,ops:erc">.508,ops+:lugging">.861,bases:336,double_plays:21,hit_by_pitch:11,sac_hits:0,sac_flies:4,intentional_walks:3
pos:3B,name:Eric Chavez,age:24,games:153,plate_appearances:653,at_bats:585,runs:87,hits:161,doubles:31,triples:3,home_runs:34,runs_batted_in:109,stolen_bases:8,caught_stealing:3,walks:65,strikeouts:119,batting_avg:.275,onbase:.348,slugging:.513,ops:erc">.513,ops+:lugging">.860,bases:300,double_plays:8,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:13
pos:LF,name:David Justice,age:36,games:118,plate_appearances:471,at_bats:398,runs:54,hits:106,doubles:18,triples:3,home_runs:11,runs_batted_in:49,stolen_bases:4,caught_stealing:1,walks:70,strikeouts:66,batting_avg:.266,onbase:.376,slugging:.410,ops:erc">.410,ops+:lugging">.785,bases:163,double_plays:12,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:3
pos:CF,name:Terrence Long,age:26,games:162,plate_appearances:640,at_bats:587,runs:71,hits:141,doubles:32,triples:4,home_runs:16,runs_batted_in:67,stolen_bases:3,caught_stealing:6,walks:48,strikeouts:96,batting_avg:.240,onbase:.298,slugging:.390,ops:erc">.390,ops+:lugging">.689,bases:229,double_plays:17,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:6
pos:RF,name:Jermaine Dye,age:28,games:131,plate_appearances:555,at_bats:488,runs:74,hits:123,doubles:27,triples:1,home_runs:24,runs_batted_in:86,stolen_bases:2,caught_stealing:0,walks:52,strikeouts:108,batting_avg:.252,onbase:.333,slugging:.459,ops:erc">.459,ops+:lugging">.792,bases:224,double_plays:15,hit_by_pitch:10,sac_hits:0,sac_flies:5,intentional_walks:2
pos:DH,name:Ray Durham,age:30,games:54,plate_appearances:248,at_bats:219,runs:43,hits:60,doubles:14,triples:4,home_runs:6,runs_batted_in:22,stolen_bases:6,caught_stealing:2,walks:24,strikeouts:34,batting_avg:.274,onbase:.350,slugging:.457,ops:erc">.457,ops+:lugging">.806,bases:100,double_plays:2,hit_by_pitch:2,sac_hits:2,sac_flies:1,intentional_walks:1
pos:LF,name:John Mabry,age:31,games:89,plate_appearances:211,at_bats:193,runs:27,hits:53,doubles:13,triples:1,home_runs:11,runs_batted_in:40,stolen_bases:1,caught_stealing:1,walks:14,strikeouts:37,batting_avg:.275,onbase:.322,slugging:.523,ops:erc">.523,ops+:lugging">.846,bases:101,double_plays:7,hit_by_pitch:1,sac_hits:0,sac_flies:3,intentional_walks:1
pos:LF,name:Jeremy Giambi,age:27,games:42,plate_appearances:187,at_bats:157,runs:26,hits:43,doubles:7,triples:0,home_runs:8,runs_batted_in:17,stolen_bases:0,caught_stealing:0,walks:27,strikeouts:40,batting_avg:.274,onbase:.390,slugging:.471,ops:erc">.471,ops+:lugging">.862,bases:74,double_plays:4,hit_by_pitch:3,sac_hits:0,sac_flies:0,intentional_walks:0
