pos:C,name:John Buck,age:27,games:109,plate_appearances:418,at_bats:370,runs:48,hits:83,doubles:23,triples:1,home_runs:9,runs_batted_in:48,stolen_bases:0,caught_stealing:3,walks:38,strikeouts:96,batting_avg:.224,onbase:.304,slugging:.365,ops:erc">.365,ops+:lugging">.669,bases:135,double_plays:12,hit_by_pitch:6,sac_hits:0,sac_flies:4,intentional_walks:2
pos:1B,name:Ross Gload,age:32,games:122,plate_appearances:418,at_bats:388,runs:46,hits:106,doubles:18,triples:1,home_runs:3,runs_batted_in:37,stolen_bases:3,caught_stealing:4,walks:23,strikeouts:39,batting_avg:.273,onbase:.317,slugging:.348,ops:erc">.348,ops+:lugging">.664,bases:135,double_plays:12,hit_by_pitch:3,sac_hits:1,sac_flies:3,intentional_walks:4
pos:2B,name:Mark Grudzielanek,age:38,games:86,plate_appearances:360,at_bats:331,runs:36,hits:99,doubles:24,triples:0,home_runs:3,runs_batted_in:24,stolen_bases:2,caught_stealing:1,walks:19,strikeouts:41,batting_avg:.299,onbase:.345,slugging:.399,ops:erc">.399,ops+:lugging">.743,bases:132,double_plays:8,hit_by_pitch:5,sac_hits:3,sac_flies:2,intentional_walks:1
pos:SS,name:Mike Aviles,age:27,games:102,plate_appearances:441,at_bats:419,runs:68,hits:136,doubles:27,triples:4,home_runs:10,runs_batted_in:51,stolen_bases:8,caught_stealing:3,walks:18,strikeouts:58,batting_avg:.325,onbase:.354,slugging:.480,ops:erc">.480,ops+:lugging">.833,bases:201,double_plays:12,hit_by_pitch:2,sac_hits:0,sac_flies:2,intentional_walks:4
pos:3B,name:Alex Gordon,age:24,games:134,plate_appearances:571,at_bats:493,runs:72,hits:128,doubles:35,triples:1,home_runs:16,runs_batted_in:59,stolen_bases:9,caught_stealing:2,walks:66,strikeouts:120,batting_avg:.260,onbase:.351,slugging:.432,ops:erc">.432,ops+:lugging">.783,bases:213,double_plays:8,hit_by_pitch:6,sac_hits:1,sac_flies:5,intentional_walks:5
pos:LF,name:David DeJesus,age:28,games:135,plate_appearances:577,at_bats:518,runs:70,hits:159,doubles:25,triples:7,home_runs:12,runs_batted_in:73,stolen_bases:11,caught_stealing:8,walks:46,strikeouts:71,batting_avg:.307,onbase:.366,slugging:.452,ops:erc">.452,ops+:lugging">.818,bases:234,double_plays:10,hit_by_pitch:5,sac_hits:4,sac_flies:4,intentional_walks:3
pos:CF,name:Joey Gathright,age:27,games:105,plate_appearances:315,at_bats:279,runs:41,hits:71,doubles:3,triples:1,home_runs:0,runs_batted_in:22,stolen_bases:21,caught_stealing:4,walks:20,strikeouts:40,batting_avg:.254,onbase:.311,slugging:.272,ops:erc">.272,ops+:lugging">.584,bases:76,double_plays:3,hit_by_pitch:4,sac_hits:10,sac_flies:2,intentional_walks:0
pos:RF,name:Mark Teahen,age:26,games:149,plate_appearances:623,at_bats:572,runs:66,hits:146,doubles:31,triples:4,home_runs:15,runs_batted_in:59,stolen_bases:4,caught_stealing:3,walks:46,strikeouts:131,batting_avg:.255,onbase:.313,slugging:.402,ops:erc">.402,ops+:lugging">.715,bases:230,double_plays:6,hit_by_pitch:3,sac_hits:0,sac_flies:2,intentional_walks:4
pos:DH,name:Billy Butler,age:22,games:124,plate_appearances:478,at_bats:443,runs:44,hits:122,doubles:22,triples:0,home_runs:11,runs_batted_in:55,stolen_bases:0,caught_stealing:1,walks:33,strikeouts:57,batting_avg:.275,onbase:.324,slugging:.400,ops:erc">.400,ops+:lugging">.724,bases:177,double_plays:23,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
pos:OF,name:Jose Guillen,age:32,games:153,plate_appearances:633,at_bats:598,runs:66,hits:158,doubles:42,triples:1,home_runs:20,runs_batted_in:97,stolen_bases:2,caught_stealing:1,walks:23,strikeouts:106,batting_avg:.264,onbase:.300,slugging:.438,ops:erc">.438,ops+:lugging">.738,bases:262,double_plays:23,hit_by_pitch:9,sac_hits:0,sac_flies:3,intentional_walks:3
pos:C,name:Miguel Olivo,age:29,games:84,plate_appearances:317,at_bats:306,runs:29,hits:78,doubles:22,triples:0,home_runs:12,runs_batted_in:41,stolen_bases:7,caught_stealing:0,walks:7,strikeouts:82,batting_avg:.255,onbase:.278,slugging:.444,ops:erc">.444,ops+:lugging">.722,bases:136,double_plays:6,hit_by_pitch:3,sac_hits:0,sac_flies:1,intentional_walks:2
