pos:C,name:John Buck,age:24,games:118,plate_appearances:430,at_bats:401,runs:40,hits:97,doubles:21,triples:1,home_runs:12,runs_batted_in:47,stolen_bases:2,caught_stealing:2,walks:23,strikeouts:94,batting_avg:.242,onbase:.287,slugging:.389,ops:erc">.389,ops+:lugging">.676,bases:156,double_plays:9,hit_by_pitch:3,sac_hits:1,sac_flies:2,intentional_walks:2
pos:1B,name:Matt Stairs,age:37,games:127,plate_appearances:466,at_bats:396,runs:55,hits:109,doubles:26,triples:1,home_runs:13,runs_batted_in:66,stolen_bases:1,caught_stealing:2,walks:60,strikeouts:69,batting_avg:.275,onbase:.373,slugging:.444,ops:erc">.444,ops+:lugging">.818,bases:176,double_plays:9,hit_by_pitch:5,sac_hits:0,sac_flies:5,intentional_walks:4
pos:2B,name:Ruben Gotay,age:22,games:86,plate_appearances:317,at_bats:282,runs:32,hits:64,doubles:14,triples:2,home_runs:5,runs_batted_in:29,stolen_bases:2,caught_stealing:2,walks:22,strikeouts:51,batting_avg:.227,onbase:.288,slugging:.344,ops:erc">.344,ops+:lugging">.632,bases:97,double_plays:3,hit_by_pitch:4,sac_hits:4,sac_flies:5,intentional_walks:0
pos:SS,name:Angel Berroa,age:27,games:159,plate_appearances:652,at_bats:608,runs:68,hits:164,doubles:21,triples:5,home_runs:11,runs_batted_in:55,stolen_bases:7,caught_stealing:5,walks:18,strikeouts:108,batting_avg:.270,onbase:.305,slugging:.375,ops:erc">.375,ops+:lugging">.680,bases:228,double_plays:13,hit_by_pitch:14,sac_hits:10,sac_flies:2,intentional_walks:3
pos:3B,name:Mark Teahen,age:23,games:130,plate_appearances:491,at_bats:447,runs:60,hits:110,doubles:29,triples:4,home_runs:7,runs_batted_in:55,stolen_bases:7,caught_stealing:2,walks:40,strikeouts:107,batting_avg:.246,onbase:.309,slugging:.376,ops:erc">.376,ops+:lugging">.685,bases:168,double_plays:13,hit_by_pitch:1,sac_hits:2,sac_flies:1,intentional_walks:2
pos:LF,name:Terrence Long,age:29,games:137,plate_appearances:489,at_bats:455,runs:62,hits:127,doubles:21,triples:3,home_runs:6,runs_batted_in:53,stolen_bases:3,caught_stealing:3,walks:30,strikeouts:56,batting_avg:.279,onbase:.321,slugging:.378,ops:erc">.378,ops+:lugging">.699,bases:172,double_plays:15,hit_by_pitch:0,sac_hits:0,sac_flies:4,intentional_walks:0
pos:CF,name:David DeJesus,age:25,games:122,plate_appearances:523,at_bats:461,runs:69,hits:135,doubles:31,triples:6,home_runs:9,runs_batted_in:56,stolen_bases:5,caught_stealing:5,walks:42,strikeouts:76,batting_avg:.293,onbase:.359,slugging:.445,ops:erc">.445,ops+:lugging">.804,bases:205,double_plays:6,hit_by_pitch:9,sac_hits:5,sac_flies:6,intentional_walks:1
pos:RF,name:Emil Brown,age:30,games:150,plate_appearances:609,at_bats:545,runs:75,hits:156,doubles:31,triples:5,home_runs:17,runs_batted_in:86,stolen_bases:10,caught_stealing:1,walks:48,strikeouts:108,batting_avg:.286,onbase:.349,slugging:.455,ops:erc">.455,ops+:lugging">.804,bases:248,double_plays:14,hit_by_pitch:8,sac_hits:1,sac_flies:7,intentional_walks:1
pos:DH,name:Mike Sweeney,age:31,games:122,plate_appearances:514,at_bats:470,runs:63,hits:141,doubles:39,triples:0,home_runs:21,runs_batted_in:83,stolen_bases:3,caught_stealing:0,walks:33,strikeouts:61,batting_avg:.300,onbase:.347,slugging:.517,ops:erc">.517,ops+:lugging">.864,bases:243,double_plays:16,hit_by_pitch:4,sac_hits:1,sac_flies:6,intentional_walks:7
pos:IF,name:Tony Graffanino,age:33,games:59,plate_appearances:217,at_bats:191,runs:29,hits:57,doubles:5,triples:2,home_runs:3,runs_batted_in:18,stolen_bases:3,caught_stealing:1,walks:22,strikeouts:28,batting_avg:.298,onbase:.377,slugging:.393,ops:erc">.393,ops+:lugging">.769,bases:75,double_plays:6,hit_by_pitch:2,sac_hits:2,sac_flies:0,intentional_walks:1
pos:3B,name:Joe McEwing,age:32,games:83,plate_appearances:191,at_bats:180,runs:16,hits:43,doubles:7,triples:0,home_runs:1,runs_batted_in:6,stolen_bases:4,caught_stealing:4,walks:6,strikeouts:35,batting_avg:.239,onbase:.263,slugging:.294,ops:erc">.294,ops+:lugging">.558,bases:53,double_plays:5,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:OF,name:Chip Ambres,age:25,games:53,plate_appearances:167,at_bats:145,runs:25,hits:35,doubles:8,triples:0,home_runs:4,runs_batted_in:9,stolen_bases:3,caught_stealing:2,walks:16,strikeouts:32,batting_avg:.241,onbase:.323,slugging:.379,ops:erc">.379,ops+:lugging">.702,bases:55,double_plays:5,hit_by_pitch:2,sac_hits:3,sac_flies:1,intentional_walks:1
