pos:C,name:John Buck,age:26,games:113,plate_appearances:399,at_bats:347,runs:41,hits:77,doubles:18,triples:0,home_runs:18,runs_batted_in:48,stolen_bases:0,caught_stealing:1,walks:36,strikeouts:92,batting_avg:.222,onbase:.308,slugging:.429,ops:erc">.429,ops+:lugging">.738,bases:149,double_plays:11,hit_by_pitch:10,sac_hits:0,sac_flies:6,intentional_walks:0
pos:1B,name:Ross Gload,age:31,games:102,plate_appearances:346,at_bats:320,runs:37,hits:92,doubles:22,triples:3,home_runs:7,runs_batted_in:51,stolen_bases:2,caught_stealing:2,walks:16,strikeouts:39,batting_avg:.288,onbase:.318,slugging:.441,ops:erc">.441,ops+:lugging">.759,bases:141,double_plays:13,hit_by_pitch:2,sac_hits:0,sac_flies:8,intentional_walks:2
pos:2B,name:Mark Grudzielanek,age:37,games:116,plate_appearances:486,at_bats:453,runs:70,hits:137,doubles:32,triples:3,home_runs:6,runs_batted_in:51,stolen_bases:1,caught_stealing:2,walks:23,strikeouts:60,batting_avg:.302,onbase:.346,slugging:.426,ops:erc">.426,ops+:lugging">.772,bases:193,double_plays:14,hit_by_pitch:8,sac_hits:0,sac_flies:2,intentional_walks:2
pos:SS,name:Tony Pena,age:26,games:152,plate_appearances:536,at_bats:509,runs:58,hits:136,doubles:25,triples:7,home_runs:2,runs_batted_in:47,stolen_bases:5,caught_stealing:6,walks:10,strikeouts:78,batting_avg:.267,onbase:.284,slugging:.356,ops:erc">.356,ops+:lugging">.640,bases:181,double_plays:13,hit_by_pitch:4,sac_hits:8,sac_flies:5,intentional_walks:0
pos:3B,name:Alex Gordon,age:23,games:151,plate_appearances:601,at_bats:543,runs:60,hits:134,doubles:36,triples:4,home_runs:15,runs_batted_in:60,stolen_bases:14,caught_stealing:4,walks:41,strikeouts:137,batting_avg:.247,onbase:.314,slugging:.411,ops:erc">.411,ops+:lugging">.725,bases:223,double_plays:12,hit_by_pitch:13,sac_hits:1,sac_flies:2,intentional_walks:4
pos:LF,name:Emil Brown,age:32,games:113,plate_appearances:397,at_bats:366,runs:44,hits:94,doubles:13,triples:1,home_runs:6,runs_batted_in:62,stolen_bases:12,caught_stealing:2,walks:24,strikeouts:71,batting_avg:.257,onbase:.300,slugging:.347,ops:erc">.347,ops+:lugging">.647,bases:127,double_plays:7,hit_by_pitch:1,sac_hits:0,sac_flies:6,intentional_walks:2
pos:CF,name:David DeJesus,age:27,games:157,plate_appearances:703,at_bats:605,runs:101,hits:157,doubles:29,triples:9,home_runs:7,runs_batted_in:58,stolen_bases:10,caught_stealing:4,walks:64,strikeouts:83,batting_avg:.260,onbase:.351,slugging:.372,ops:erc">.372,ops+:lugging">.722,bases:225,double_plays:10,hit_by_pitch:23,sac_hits:7,sac_flies:4,intentional_walks:7
pos:RF,name:Mark Teahen,age:25,games:144,plate_appearances:608,at_bats:544,runs:78,hits:155,doubles:31,triples:8,home_runs:7,runs_batted_in:60,stolen_bases:13,caught_stealing:5,walks:55,strikeouts:127,batting_avg:.285,onbase:.353,slugging:.410,ops:erc">.410,ops+:lugging">.763,bases:223,double_plays:23,hit_by_pitch:3,sac_hits:4,sac_flies:2,intentional_walks:8
pos:DH,name:Billy Butler,age:21,games:92,plate_appearances:360,at_bats:329,runs:38,hits:96,doubles:23,triples:2,home_runs:8,runs_batted_in:52,stolen_bases:0,caught_stealing:0,walks:27,strikeouts:55,batting_avg:.292,onbase:.347,slugging:.447,ops:erc">.447,ops+:lugging">.794,bases:147,double_plays:8,hit_by_pitch:2,sac_hits:0,sac_flies:2,intentional_walks:5
pos:IF,name:Esteban German,age:29,games:121,plate_appearances:405,at_bats:348,runs:49,hits:92,doubles:15,triples:6,home_runs:4,runs_batted_in:37,stolen_bases:11,caught_stealing:7,walks:43,strikeouts:60,batting_avg:.264,onbase:.351,slugging:.376,ops:erc">.376,ops+:lugging">.727,bases:131,double_plays:11,hit_by_pitch:5,sac_hits:6,sac_flies:3,intentional_walks:0
pos:DH,name:Mike Sweeney,age:33,games:74,plate_appearances:289,at_bats:265,runs:26,hits:69,doubles:15,triples:1,home_runs:7,runs_batted_in:38,stolen_bases:0,caught_stealing:0,walks:17,strikeouts:29,batting_avg:.260,onbase:.315,slugging:.404,ops:erc">.404,ops+:lugging">.719,bases:107,double_plays:9,hit_by_pitch:5,sac_hits:0,sac_flies:2,intentional_walks:4
pos:LF,name:Joey Gathright,age:26,games:74,plate_appearances:261,at_bats:228,runs:28,hits:70,doubles:8,triples:0,home_runs:0,runs_batted_in:19,stolen_bases:9,caught_stealing:8,walks:20,strikeouts:36,batting_avg:.307,onbase:.371,slugging:.342,ops:erc">.342,ops+:lugging">.713,bases:78,double_plays:2,hit_by_pitch:3,sac_hits:10,sac_flies:0,intentional_walks:0
pos:C,name:Jason LaRue,age:33,games:66,plate_appearances:195,at_bats:169,runs:14,hits:25,doubles:9,triples:0,home_runs:4,runs_batted_in:13,stolen_bases:1,caught_stealing:0,walks:17,strikeouts:66,batting_avg:.148,onbase:.240,slugging:.272,ops:erc">.272,ops+:lugging">.512,bases:46,double_plays:6,hit_by_pitch:4,sac_hits:3,sac_flies:2,intentional_walks:0
pos:1B,name:Ryan Shealy,age:27,games:52,plate_appearances:189,at_bats:172,runs:18,hits:38,doubles:6,triples:0,home_runs:3,runs_batted_in:21,stolen_bases:0,caught_stealing:0,walks:13,strikeouts:53,batting_avg:.221,onbase:.286,slugging:.308,ops:erc">.308,ops+:lugging">.594,bases:53,double_plays:4,hit_by_pitch:3,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Shane Costa,age:25,games:55,plate_appearances:109,at_bats:103,runs:13,hits:23,doubles:6,triples:1,home_runs:0,runs_batted_in:12,stolen_bases:0,caught_stealing:1,walks:5,strikeouts:23,batting_avg:.223,onbase:.257,slugging:.301,ops:erc">.301,ops+:lugging">.558,bases:31,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
