pos:C,name:John Buck,age:23,games:71,plate_appearances:258,at_bats:238,runs:36,hits:56,doubles:9,triples:0,home_runs:12,runs_batted_in:30,stolen_bases:1,caught_stealing:1,walks:15,strikeouts:79,batting_avg:.235,onbase:.280,slugging:.424,ops:erc">.424,ops+:lugging">.704,bases:101,double_plays:6,hit_by_pitch:0,sac_hits:4,sac_flies:1,intentional_walks:0
pos:1B,name:Ken Harvey,age:26,games:120,plate_appearances:494,at_bats:456,runs:47,hits:131,doubles:20,triples:1,home_runs:13,runs_batted_in:55,stolen_bases:1,caught_stealing:1,walks:28,strikeouts:89,batting_avg:.287,onbase:.338,slugging:.421,ops:erc">.421,ops+:lugging">.759,bases:192,double_plays:14,hit_by_pitch:8,sac_hits:0,sac_flies:2,intentional_walks:2
pos:2B,name:Tony Graffanino,age:32,games:75,plate_appearances:314,at_bats:278,runs:37,hits:73,doubles:11,triples:0,home_runs:3,runs_batted_in:26,stolen_bases:10,caught_stealing:2,walks:27,strikeouts:38,batting_avg:.263,onbase:.332,slugging:.335,ops:erc">.335,ops+:lugging">.667,bases:93,double_plays:5,hit_by_pitch:3,sac_hits:4,sac_flies:2,intentional_walks:0
pos:SS,name:Angel Berroa,age:26,games:134,plate_appearances:554,at_bats:512,runs:72,hits:134,doubles:27,triples:6,home_runs:8,runs_batted_in:43,stolen_bases:14,caught_stealing:8,walks:23,strikeouts:87,batting_avg:.262,onbase:.308,slugging:.385,ops:erc">.385,ops+:lugging">.693,bases:197,double_plays:10,hit_by_pitch:12,sac_hits:5,sac_flies:2,intentional_walks:0
pos:3B,name:Joe Randa,age:34,games:128,plate_appearances:539,at_bats:485,runs:65,hits:139,doubles:31,triples:2,home_runs:8,runs_batted_in:56,stolen_bases:0,caught_stealing:1,walks:40,strikeouts:77,batting_avg:.287,onbase:.343,slugging:.408,ops:erc">.408,ops+:lugging">.751,bases:198,double_plays:11,hit_by_pitch:6,sac_hits:0,sac_flies:8,intentional_walks:1
pos:LF,name:Dee Brown,age:26,games:59,plate_appearances:209,at_bats:195,runs:19,hits:49,doubles:7,triples:0,home_runs:4,runs_batted_in:24,stolen_bases:2,caught_stealing:2,walks:11,strikeouts:50,batting_avg:.251,onbase:.293,slugging:.349,ops:erc">.349,ops+:lugging">.642,bases:68,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:0
pos:CF,name:David DeJesus,age:24,games:96,plate_appearances:413,at_bats:363,runs:58,hits:104,doubles:15,triples:3,home_runs:7,runs_batted_in:39,stolen_bases:8,caught_stealing:11,walks:33,strikeouts:53,batting_avg:.287,onbase:.360,slugging:.402,ops:erc">.402,ops+:lugging">.763,bases:146,double_plays:6,hit_by_pitch:9,sac_hits:8,sac_flies:0,intentional_walks:0
pos:RF,name:Abraham Nunez,age:27,games:59,plate_appearances:247,at_bats:221,runs:31,hits:50,doubles:9,triples:0,home_runs:5,runs_batted_in:29,stolen_bases:0,caught_stealing:1,walks:25,strikeouts:48,batting_avg:.226,onbase:.304,slugging:.335,ops:erc">.335,ops+:lugging">.638,bases:74,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:DH,name:Mike Sweeney,age:30,games:106,plate_appearances:452,at_bats:411,runs:56,hits:118,doubles:23,triples:0,home_runs:22,runs_batted_in:79,stolen_bases:3,caught_stealing:2,walks:33,strikeouts:44,batting_avg:.287,onbase:.347,slugging:.504,ops:erc">.504,ops+:lugging">.851,bases:207,double_plays:7,hit_by_pitch:6,sac_hits:0,sac_flies:2,intentional_walks:9
pos:UT,name:Matt Stairs,age:36,games:126,plate_appearances:496,at_bats:439,runs:48,hits:117,doubles:21,triples:3,home_runs:18,runs_batted_in:66,stolen_bases:1,caught_stealing:0,walks:49,strikeouts:92,batting_avg:.267,onbase:.345,slugging:.451,ops:erc">.451,ops+:lugging">.796,bases:198,double_plays:15,hit_by_pitch:5,sac_hits:0,sac_flies:3,intentional_walks:2
pos:UT,name:Desi Relaford,age:30,games:114,plate_appearances:430,at_bats:380,runs:45,hits:84,doubles:14,triples:0,home_runs:6,runs_batted_in:34,stolen_bases:5,caught_stealing:4,walks:34,strikeouts:56,batting_avg:.221,onbase:.296,slugging:.305,ops:erc">.305,ops+:lugging">.601,bases:116,double_plays:10,hit_by_pitch:8,sac_hits:4,sac_flies:4,intentional_walks:3
pos:CF,name:Carlos Beltran,age:27,games:69,plate_appearances:309,at_bats:266,runs:51,hits:74,doubles:19,triples:2,home_runs:15,runs_batted_in:51,stolen_bases:14,caught_stealing:3,walks:37,strikeouts:44,batting_avg:.278,onbase:.367,slugging:.534,ops:erc">.534,ops+:lugging">.901,bases:142,double_plays:4,hit_by_pitch:2,sac_hits:1,sac_flies:3,intentional_walks:7
pos:C,name:Benito Santiago,age:39,games:49,plate_appearances:189,at_bats:175,runs:15,hits:48,doubles:10,triples:0,home_runs:6,runs_batted_in:23,stolen_bases:1,caught_stealing:2,walks:8,strikeouts:32,batting_avg:.274,onbase:.312,slugging:.434,ops:erc">.434,ops+:lugging">.746,bases:76,double_plays:9,hit_by_pitch:2,sac_hits:3,sac_flies:1,intentional_walks:0
pos:2B,name:Ruben Gotay,age:21,games:44,plate_appearances:166,at_bats:152,runs:17,hits:41,doubles:7,triples:3,home_runs:1,runs_batted_in:16,stolen_bases:0,caught_stealing:1,walks:9,strikeouts:36,batting_avg:.270,onbase:.315,slugging:.375,ops:erc">.375,ops+:lugging">.690,bases:57,double_plays:4,hit_by_pitch:2,sac_hits:1,sac_flies:2,intentional_walks:0
pos:LF,name:Aaron Guiel,age:31,games:42,plate_appearances:157,at_bats:135,runs:15,hits:21,doubles:4,triples:0,home_runs:5,runs_batted_in:13,stolen_bases:1,caught_stealing:1,walks:17,strikeouts:42,batting_avg:.156,onbase:.263,slugging:.296,ops:erc">.296,ops+:lugging">.559,bases:40,double_plays:3,hit_by_pitch:3,sac_hits:1,sac_flies:1,intentional_walks:0
pos:DH,name:Calvin Pickering,age:27,games:35,plate_appearances:142,at_bats:122,runs:21,hits:30,doubles:8,triples:1,home_runs:7,runs_batted_in:26,stolen_bases:0,caught_stealing:0,walks:18,strikeouts:42,batting_avg:.246,onbase:.338,slugging:.500,ops:erc">.500,ops+:lugging">.838,bases:61,double_plays:6,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:1
pos:RF,name:Juan Gonzalez,age:34,games:33,plate_appearances:138,at_bats:127,runs:17,hits:35,doubles:4,triples:1,home_runs:5,runs_batted_in:17,stolen_bases:0,caught_stealing:1,walks:9,strikeouts:19,batting_avg:.276,onbase:.326,slugging:.441,ops:erc">.441,ops+:lugging">.767,bases:56,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:1
