pos:C,name:Scott Servais,age:29,games:129,plate_appearances:499,at_bats:445,runs:42,hits:118,doubles:20,triples:0,home_runs:11,runs_batted_in:63,stolen_bases:0,caught_stealing:2,walks:30,strikeouts:75,batting_avg:.265,onbase:.327,slugging:.384,ops:erc">.384,ops+:lugging">.711,bases:171,double_plays:18,hit_by_pitch:14,sac_hits:3,sac_flies:7,intentional_walks:1
pos:1B,name:Mark Grace,age:32,games:142,plate_appearances:616,at_bats:547,runs:88,hits:181,doubles:39,triples:1,home_runs:9,runs_batted_in:75,stolen_bases:2,caught_stealing:3,walks:62,strikeouts:41,batting_avg:.331,onbase:.396,slugging:.455,ops:erc">.455,ops+:lugging">.851,bases:249,double_plays:18,hit_by_pitch:1,sac_hits:0,sac_flies:6,intentional_walks:8
pos:2B,name:Ryne Sandberg,age:36,games:150,plate_appearances:621,at_bats:554,runs:85,hits:135,doubles:28,triples:4,home_runs:25,runs_batted_in:92,stolen_bases:12,caught_stealing:8,walks:54,strikeouts:116,batting_avg:.244,onbase:.316,slugging:.444,ops:erc">.444,ops+:lugging">.760,bases:246,double_plays:9,hit_by_pitch:7,sac_hits:1,sac_flies:5,intentional_walks:4
pos:SS,name:Rey Sanchez,age:28,games:95,plate_appearances:324,at_bats:289,runs:28,hits:61,doubles:9,triples:0,home_runs:1,runs_batted_in:12,stolen_bases:7,caught_stealing:1,walks:22,strikeouts:42,batting_avg:.211,onbase:.272,slugging:.253,ops:erc">.253,ops+:lugging">.525,bases:73,double_plays:6,hit_by_pitch:3,sac_hits:8,sac_flies:2,intentional_walks:6
pos:3B,name:Leo Gomez,age:30,games:136,plate_appearances:427,at_bats:362,runs:44,hits:86,doubles:19,triples:0,home_runs:17,runs_batted_in:56,stolen_bases:1,caught_stealing:4,walks:53,strikeouts:94,batting_avg:.238,onbase:.344,slugging:.431,ops:erc">.431,ops+:lugging">.775,bases:156,double_plays:8,hit_by_pitch:7,sac_hits:3,sac_flies:2,intentional_walks:0
pos:LF,name:Luis Gonzalez,age:28,games:146,plate_appearances:555,at_bats:483,runs:70,hits:131,doubles:30,triples:4,home_runs:15,runs_batted_in:79,stolen_bases:9,caught_stealing:6,walks:61,strikeouts:49,batting_avg:.271,onbase:.354,slugging:.443,ops:erc">.443,ops+:lugging">.797,bases:214,double_plays:13,hit_by_pitch:4,sac_hits:1,sac_flies:6,intentional_walks:8
pos:CF,name:Brian McRae,age:28,games:157,plate_appearances:716,at_bats:624,runs:111,hits:172,doubles:32,triples:5,home_runs:17,runs_batted_in:66,stolen_bases:37,caught_stealing:9,walks:73,strikeouts:84,batting_avg:.276,onbase:.360,slugging:.425,ops:erc">.425,ops+:lugging">.785,bases:265,double_plays:11,hit_by_pitch:12,sac_hits:2,sac_flies:5,intentional_walks:6
pos:RF,name:Sammy Sosa,age:27,games:124,plate_appearances:541,at_bats:498,runs:84,hits:136,doubles:21,triples:2,home_runs:40,runs_batted_in:100,stolen_bases:18,caught_stealing:5,walks:34,strikeouts:134,batting_avg:.273,onbase:.323,slugging:.564,ops:erc">.564,ops+:lugging">.888,bases:281,double_plays:14,hit_by_pitch:5,sac_hits:0,sac_flies:4,intentional_walks:6
pos:IF,name:Jose Hernandez,age:26,games:131,plate_appearances:363,at_bats:331,runs:52,hits:80,doubles:14,triples:1,home_runs:10,runs_batted_in:41,stolen_bases:4,caught_stealing:0,walks:24,strikeouts:97,batting_avg:.242,onbase:.293,slugging:.381,ops:erc">.381,ops+:lugging">.674,bases:126,double_plays:10,hit_by_pitch:1,sac_hits:5,sac_flies:2,intentional_walks:4
pos:3B,name:Dave Magadan,age:33,games:78,plate_appearances:201,at_bats:169,runs:23,hits:43,doubles:10,triples:0,home_runs:3,runs_batted_in:17,stolen_bases:0,caught_stealing:2,walks:29,strikeouts:23,batting_avg:.254,onbase:.360,slugging:.367,ops:erc">.367,ops+:lugging">.727,bases:62,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:3
pos:OF,name:Scott Bullett,age:27,games:109,plate_appearances:177,at_bats:165,runs:26,hits:35,doubles:5,triples:0,home_runs:3,runs_batted_in:16,stolen_bases:7,caught_stealing:3,walks:10,strikeouts:54,batting_avg:.212,onbase:.256,slugging:.297,ops:erc">.297,ops+:lugging">.553,bases:49,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:OF,name:Ozzie Timmons,age:25,games:65,plate_appearances:157,at_bats:140,runs:18,hits:28,doubles:4,triples:0,home_runs:7,runs_batted_in:16,stolen_bases:1,caught_stealing:0,walks:15,strikeouts:30,batting_avg:.200,onbase:.282,slugging:.379,ops:erc">.379,ops+:lugging">.661,bases:53,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:Tyler Houston,age:25,games:46,plate_appearances:123,at_bats:115,runs:18,hits:39,doubles:7,triples:0,home_runs:2,runs_batted_in:19,stolen_bases:3,caught_stealing:2,walks:8,strikeouts:18,batting_avg:.339,onbase:.382,slugging:.452,ops:erc">.452,ops+:lugging">.834,bases:52,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:2B,name:Todd Haney,age:30,games:49,plate_appearances:92,at_bats:82,runs:11,hits:11,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:1,caught_stealing:0,walks:7,strikeouts:15,batting_avg:.134,onbase:.200,slugging:.146,ops:erc">.146,ops+:lugging">.346,bases:12,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
pos:OF,name:Doug Glanville,age:25,games:49,plate_appearances:89,at_bats:83,runs:10,hits:20,doubles:5,triples:1,home_runs:1,runs_batted_in:10,stolen_bases:2,caught_stealing:0,walks:3,strikeouts:11,batting_avg:.241,onbase:.264,slugging:.361,ops:erc">.361,ops+:lugging">.626,bases:30,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
pos:1B,name:Brant Brown,age:25,games:29,plate_appearances:73,at_bats:69,runs:11,hits:21,doubles:1,triples:0,home_runs:5,runs_batted_in:9,stolen_bases:3,caught_stealing:3,walks:2,strikeouts:17,batting_avg:.304,onbase:.329,slugging:.536,ops:erc">.536,ops+:lugging">.865,bases:37,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:1
pos:RF,name:Robin Jennings,age:24,games:31,plate_appearances:62,at_bats:58,runs:7,hits:13,doubles:5,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:1,caught_stealing:0,walks:3,strikeouts:9,batting_avg:.224,onbase:.274,slugging:.310,ops:erc">.310,ops+:lugging">.585,bases:18,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Brian Dorsett,age:35,games:17,plate_appearances:46,at_bats:41,runs:3,hits:5,doubles:0,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:8,batting_avg:.122,onbase:.196,slugging:.195,ops:erc">.195,ops+:lugging">.391,bases:8,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:C,name:Mike Hubbard,age:25,games:21,plate_appearances:39,at_bats:38,runs:1,hits:4,doubles:0,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:15,batting_avg:.105,onbase:.103,slugging:.184,ops:erc">.184,ops+:lugging">.287,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:IF,name:Bret Barberie,age:28,games:15,plate_appearances:37,at_bats:29,runs:4,hits:1,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:1,walks:5,strikeouts:11,batting_avg:.034,onbase:.176,slugging:.138,ops:erc">.138,ops+:lugging">.314,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:IF,name:Terry Shumpert,age:29,games:27,plate_appearances:35,at_bats:31,runs:5,hits:7,doubles:1,triples:0,home_runs:2,runs_batted_in:6,stolen_bases:0,caught_stealing:1,walks:2,strikeouts:11,batting_avg:.226,onbase:.286,slugging:.452,ops:erc">.452,ops+:lugging">.737,bases:14,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Brooks Kieschnick,age:24,games:25,plate_appearances:32,at_bats:29,runs:6,hits:10,doubles:2,triples:0,home_runs:1,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:8,batting_avg:.345,onbase:.406,slugging:.517,ops:erc">.517,ops+:lugging">.923,bases:15,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:MI,name:Felix Fermin,age:32,games:11,plate_appearances:19,at_bats:16,runs:4,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:0,batting_avg:.125,onbase:.222,slugging:.188,ops:erc">.188,ops+:lugging">.410,bases:3,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
