pos:C,name:Scott Servais,age:31,games:113,plate_appearances:360,at_bats:325,runs:35,hits:72,doubles:15,triples:1,home_runs:7,runs_batted_in:36,stolen_bases:1,caught_stealing:0,walks:26,strikeouts:51,batting_avg:.222,onbase:.289,slugging:.338,ops:erc">.338,ops+:lugging">.627,bases:110,double_plays:12,hit_by_pitch:5,sac_hits:3,sac_flies:1,intentional_walks:6
pos:1B,name:Mark Grace,age:34,games:158,plate_appearances:698,at_bats:595,runs:92,hits:184,doubles:39,triples:3,home_runs:17,runs_batted_in:89,stolen_bases:4,caught_stealing:7,walks:93,strikeouts:56,batting_avg:.309,onbase:.401,slugging:.471,ops:erc">.471,ops+:lugging">.872,bases:280,double_plays:17,hit_by_pitch:3,sac_hits:0,sac_flies:7,intentional_walks:8
pos:2B,name:Mickey Morandini,age:32,games:154,plate_appearances:669,at_bats:582,runs:93,hits:172,doubles:20,triples:4,home_runs:8,runs_batted_in:53,stolen_bases:13,caught_stealing:1,walks:72,strikeouts:84,batting_avg:.296,onbase:.380,slugging:.385,ops:erc">.385,ops+:lugging">.765,bases:224,double_plays:14,hit_by_pitch:9,sac_hits:4,sac_flies:2,intentional_walks:4
pos:SS,name:Jeff Blauser,age:32,games:119,plate_appearances:435,at_bats:361,runs:49,hits:79,doubles:11,triples:3,home_runs:4,runs_batted_in:26,stolen_bases:2,caught_stealing:2,walks:60,strikeouts:93,batting_avg:.219,onbase:.340,slugging:.299,ops:erc">.299,ops+:lugging">.639,bases:108,double_plays:5,hit_by_pitch:8,sac_hits:3,sac_flies:3,intentional_walks:1
pos:3B,name:Jose Hernandez,age:28,games:149,plate_appearances:533,at_bats:488,runs:76,hits:124,doubles:23,triples:7,home_runs:23,runs_batted_in:75,stolen_bases:4,caught_stealing:6,walks:40,strikeouts:140,batting_avg:.254,onbase:.311,slugging:.471,ops:erc">.471,ops+:lugging">.782,bases:230,double_plays:12,hit_by_pitch:1,sac_hits:2,sac_flies:2,intentional_walks:3
pos:LF,name:Henry Rodriguez,age:30,games:128,plate_appearances:473,at_bats:415,runs:56,hits:104,doubles:21,triples:1,home_runs:31,runs_batted_in:85,stolen_bases:1,caught_stealing:3,walks:54,strikeouts:113,batting_avg:.251,onbase:.334,slugging:.530,ops:erc">.530,ops+:lugging">.864,bases:220,double_plays:6,hit_by_pitch:0,sac_hits:0,sac_flies:4,intentional_walks:7
pos:CF,name:Lance Johnson,age:34,games:85,plate_appearances:332,at_bats:304,runs:51,hits:85,doubles:8,triples:4,home_runs:2,runs_batted_in:21,stolen_bases:10,caught_stealing:6,walks:26,strikeouts:22,batting_avg:.280,onbase:.335,slugging:.352,ops:erc">.352,ops+:lugging">.687,bases:107,double_plays:5,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:1
pos:RF,name:Sammy Sosa,age:29,games:159,plate_appearances:722,at_bats:643,runs:134,hits:198,doubles:20,triples:0,home_runs:66,runs_batted_in:158,stolen_bases:18,caught_stealing:9,walks:73,strikeouts:171,batting_avg:.308,onbase:.377,slugging:.647,ops:erc">.647,ops+:lugging">1.024,bases:416,double_plays:20,hit_by_pitch:1,sac_hits:0,sac_flies:5,intentional_walks:14
pos:OF,name:Brant Brown,age:27,games:124,plate_appearances:380,at_bats:347,runs:56,hits:101,doubles:17,triples:7,home_runs:14,runs_batted_in:48,stolen_bases:4,caught_stealing:5,walks:30,strikeouts:95,batting_avg:.291,onbase:.348,slugging:.501,ops:erc">.501,ops+:lugging">.850,bases:174,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:2
pos:MI,name:Manny Alexander,age:27,games:108,plate_appearances:289,at_bats:264,runs:34,hits:60,doubles:10,triples:1,home_runs:5,runs_batted_in:25,stolen_bases:4,caught_stealing:1,walks:18,strikeouts:66,batting_avg:.227,onbase:.278,slugging:.330,ops:erc">.330,ops+:lugging">.608,bases:87,double_plays:6,hit_by_pitch:1,sac_hits:5,sac_flies:1,intentional_walks:1
pos:C,name:Tyler Houston,age:27,games:95,plate_appearances:271,at_bats:255,runs:26,hits:65,doubles:7,triples:1,home_runs:9,runs_batted_in:33,stolen_bases:2,caught_stealing:2,walks:13,strikeouts:53,batting_avg:.255,onbase:.290,slugging:.396,ops:erc">.396,ops+:lugging">.686,bases:101,double_plays:6,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:1
pos:3B,name:Kevin Orie,age:25,games:64,plate_appearances:230,at_bats:204,runs:24,hits:37,doubles:14,triples:0,home_runs:2,runs_batted_in:21,stolen_bases:1,caught_stealing:1,walks:18,strikeouts:35,batting_avg:.181,onbase:.253,slugging:.279,ops:erc">.279,ops+:lugging">.533,bases:57,double_plays:4,hit_by_pitch:3,sac_hits:1,sac_flies:4,intentional_walks:0
pos:3B,name:Gary Gaetti,age:39,games:37,plate_appearances:147,at_bats:128,runs:21,hits:41,doubles:11,triples:0,home_runs:8,runs_batted_in:27,stolen_bases:0,caught_stealing:0,walks:12,strikeouts:23,batting_avg:.320,onbase:.397,slugging:.594,ops:erc">.594,ops+:lugging">.991,bases:76,double_plays:2,hit_by_pitch:5,sac_hits:1,sac_flies:1,intentional_walks:1
pos:LF,name:Glenallen Hill,age:33,games:48,plate_appearances:145,at_bats:131,runs:26,hits:46,doubles:5,triples:0,home_runs:8,runs_batted_in:23,stolen_bases:0,caught_stealing:0,walks:14,strikeouts:34,batting_avg:.351,onbase:.414,slugging:.573,ops:erc">.573,ops+:lugging">.986,bases:75,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:LF,name:Matt Mieske,age:30,games:77,plate_appearances:111,at_bats:97,runs:16,hits:29,doubles:7,triples:0,home_runs:1,runs_batted_in:12,stolen_bases:0,caught_stealing:0,walks:11,strikeouts:17,batting_avg:.299,onbase:.373,slugging:.402,ops:erc">.402,ops+:lugging">.775,bases:39,double_plays:0,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:1
pos:C,name:Sandy Martinez,age:27,games:45,plate_appearances:102,at_bats:87,runs:7,hits:23,doubles:9,triples:1,home_runs:0,runs_batted_in:7,stolen_bases:1,caught_stealing:0,walks:13,strikeouts:21,batting_avg:.264,onbase:.363,slugging:.391,ops:erc">.391,ops+:lugging">.754,bases:34,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Pedro Valdes,age:25,games:14,plate_appearances:24,at_bats:23,runs:1,hits:5,doubles:1,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:1,walks:1,strikeouts:3,batting_avg:.217,onbase:.250,slugging:.348,ops:erc">.348,ops+:lugging">.598,bases:8,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Jason Hardtke,age:26,games:18,plate_appearances:23,at_bats:21,runs:2,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:6,batting_avg:.238,onbase:.304,slugging:.238,ops:erc">.238,ops+:lugging">.542,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
