pos:C,name:Javy Lopez,age:30,games:128,plate_appearances:482,at_bats:438,runs:45,hits:117,doubles:16,triples:1,home_runs:17,runs_batted_in:66,stolen_bases:1,caught_stealing:0,walks:28,strikeouts:82,batting_avg:.267,onbase:.322,slugging:.425,ops:erc">.425,ops+:lugging">.747,bases:186,double_plays:12,hit_by_pitch:10,sac_hits:1,sac_flies:5,intentional_walks:3
pos:1B,name:Rico Brogna,age:31,games:72,plate_appearances:223,at_bats:206,runs:15,hits:51,doubles:9,triples:0,home_runs:3,runs_batted_in:21,stolen_bases:3,caught_stealing:1,walks:14,strikeouts:46,batting_avg:.248,onbase:.297,slugging:.335,ops:erc">.335,ops+:lugging">.632,bases:69,double_plays:9,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:1
pos:2B,name:Quilvio Veras,age:30,games:71,plate_appearances:295,at_bats:258,runs:39,hits:65,doubles:14,triples:2,home_runs:3,runs_batted_in:25,stolen_bases:7,caught_stealing:4,walks:24,strikeouts:52,batting_avg:.252,onbase:.330,slugging:.357,ops:erc">.357,ops+:lugging">.686,bases:92,double_plays:4,hit_by_pitch:7,sac_hits:4,sac_flies:2,intentional_walks:1
pos:SS,name:Rafael Furcal,age:23,games:79,plate_appearances:359,at_bats:324,runs:39,hits:89,doubles:19,triples:0,home_runs:4,runs_batted_in:30,stolen_bases:22,caught_stealing:6,walks:24,strikeouts:56,batting_avg:.275,onbase:.321,slugging:.370,ops:erc">.370,ops+:lugging">.691,bases:120,double_plays:5,hit_by_pitch:1,sac_hits:4,sac_flies:6,intentional_walks:1
pos:3B,name:Chipper Jones,age:29,games:159,plate_appearances:677,at_bats:572,runs:113,hits:189,doubles:33,triples:5,home_runs:38,runs_batted_in:102,stolen_bases:9,caught_stealing:10,walks:98,strikeouts:82,batting_avg:.330,onbase:.427,slugging:.605,ops:erc">.605,ops+:lugging">1.032,bases:346,double_plays:13,hit_by_pitch:2,sac_hits:0,sac_flies:5,intentional_walks:20
pos:LF,name:B.J. Surhoff,age:36,games:141,plate_appearances:531,at_bats:484,runs:68,hits:131,doubles:33,triples:1,home_runs:10,runs_batted_in:58,stolen_bases:9,caught_stealing:3,walks:38,strikeouts:48,batting_avg:.271,onbase:.321,slugging:.405,ops:erc">.405,ops+:lugging">.726,bases:196,double_plays:5,hit_by_pitch:1,sac_hits:1,sac_flies:7,intentional_walks:5
pos:CF,name:Andruw Jones,age:24,games:161,plate_appearances:693,at_bats:625,runs:104,hits:157,doubles:25,triples:2,home_runs:34,runs_batted_in:104,stolen_bases:11,caught_stealing:4,walks:56,strikeouts:142,batting_avg:.251,onbase:.312,slugging:.461,ops:erc">.461,ops+:lugging">.772,bases:288,double_plays:10,hit_by_pitch:3,sac_hits:0,sac_flies:9,intentional_walks:3
pos:RF,name:Brian Jordan,age:34,games:148,plate_appearances:605,at_bats:560,runs:82,hits:165,doubles:32,triples:3,home_runs:25,runs_batted_in:97,stolen_bases:3,caught_stealing:2,walks:31,strikeouts:88,batting_avg:.295,onbase:.334,slugging:.496,ops:erc">.496,ops+:lugging">.830,bases:278,double_plays:18,hit_by_pitch:6,sac_hits:0,sac_flies:8,intentional_walks:3
pos:2B,name:Marcus Giles,age:23,games:68,plate_appearances:273,at_bats:244,runs:36,hits:64,doubles:10,triples:2,home_runs:9,runs_batted_in:31,stolen_bases:2,caught_stealing:5,walks:28,strikeouts:37,batting_avg:.262,onbase:.338,slugging:.430,ops:erc">.430,ops+:lugging">.769,bases:105,double_plays:8,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:OF,name:Dave Martinez,age:36,games:120,plate_appearances:259,at_bats:237,runs:33,hits:68,doubles:11,triples:3,home_runs:2,runs_batted_in:20,stolen_bases:3,caught_stealing:3,walks:21,strikeouts:44,batting_avg:.287,onbase:.347,slugging:.384,ops:erc">.384,ops+:lugging">.731,bases:91,double_plays:10,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Wes Helms,age:25,games:100,plate_appearances:239,at_bats:216,runs:28,hits:48,doubles:10,triples:3,home_runs:10,runs_batted_in:36,stolen_bases:1,caught_stealing:1,walks:21,strikeouts:56,batting_avg:.222,onbase:.293,slugging:.435,ops:erc">.435,ops+:lugging">.728,bases:94,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:2
pos:2B,name:Keith Lockhart,age:36,games:104,plate_appearances:199,at_bats:178,runs:17,hits:39,doubles:6,triples:0,home_runs:3,runs_batted_in:12,stolen_bases:1,caught_stealing:2,walks:16,strikeouts:22,batting_avg:.219,onbase:.289,slugging:.303,ops:erc">.303,ops+:lugging">.593,bases:54,double_plays:1,hit_by_pitch:2,sac_hits:2,sac_flies:1,intentional_walks:1
pos:1B,name:Ken Caminiti,age:38,games:64,plate_appearances:193,at_bats:171,runs:12,hits:38,doubles:9,triples:0,home_runs:6,runs_batted_in:16,stolen_bases:0,caught_stealing:1,walks:21,strikeouts:44,batting_avg:.222,onbase:.306,slugging:.380,ops:erc">.380,ops+:lugging">.686,bases:65,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:SS,name:Mark DeRosa,age:26,games:66,plate_appearances:184,at_bats:164,runs:27,hits:47,doubles:8,triples:0,home_runs:3,runs_batted_in:20,stolen_bases:2,caught_stealing:1,walks:12,strikeouts:19,batting_avg:.287,onbase:.350,slugging:.390,ops:erc">.390,ops+:lugging">.740,bases:64,double_plays:3,hit_by_pitch:5,sac_hits:1,sac_flies:2,intentional_walks:6
pos:SS,name:Rey Sanchez,age:33,games:49,plate_appearances:163,at_bats:154,runs:10,hits:35,doubles:4,triples:1,home_runs:0,runs_batted_in:9,stolen_bases:2,caught_stealing:0,walks:4,strikeouts:15,batting_avg:.227,onbase:.245,slugging:.266,ops:erc">.266,ops+:lugging">.512,bases:41,double_plays:9,hit_by_pitch:0,sac_hits:4,sac_flies:1,intentional_walks:1
pos:C,name:Paul Bako,age:29,games:61,plate_appearances:157,at_bats:137,runs:19,hits:29,doubles:10,triples:1,home_runs:2,runs_batted_in:15,stolen_bases:1,caught_stealing:0,walks:20,strikeouts:34,batting_avg:.212,onbase:.312,slugging:.343,ops:erc">.343,ops+:lugging">.655,bases:47,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:2
pos:LF,name:Bernard Gilkey,age:34,games:69,plate_appearances:121,at_bats:106,runs:8,hits:29,doubles:6,triples:0,home_runs:2,runs_batted_in:14,stolen_bases:0,caught_stealing:1,walks:11,strikeouts:31,batting_avg:.274,onbase:.339,slugging:.387,ops:erc">.387,ops+:lugging">.726,bases:41,double_plays:4,hit_by_pitch:1,sac_hits:0,sac_flies:3,intentional_walks:0
pos:1B,name:Julio Franco,age:42,games:25,plate_appearances:101,at_bats:90,runs:13,hits:27,doubles:4,triples:0,home_runs:3,runs_batted_in:11,stolen_bases:0,caught_stealing:0,walks:10,strikeouts:20,batting_avg:.300,onbase:.376,slugging:.444,ops:erc">.444,ops+:lugging">.821,bases:40,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:1
pos:C,name:Eddie Perez,age:33,games:5,plate_appearances:10,at_bats:10,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.300,onbase:.300,slugging:.300,ops:erc">.300,ops+:lugging">.600,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:MI,name:Kurt Abbott,age:32,games:6,plate_appearances:9,at_bats:9,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.222,onbase:.222,slugging:.222,ops:erc">.222,ops+:lugging">.444,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:MI,name:Jesse Garcia,age:27,games:22,plate_appearances:6,at_bats:5,runs:3,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:6,caught_stealing:2,walks:0,strikeouts:1,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:OF,name:Cory Aldridge,age:22,games:8,plate_appearances:5,at_bats:5,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Wilson Betemit,age:19,games:8,plate_appearances:5,at_bats:3,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:3,batting_avg:.000,onbase:.400,slugging:.000,ops:erc">.000,ops+:lugging">.400,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Steve Torrealba,age:23,games:2,plate_appearances:2,at_bats:2,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Greg Maddux,age:35,games:34,plate_appearances:81,at_bats:64,runs:3,hits:12,doubles:0,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:19,batting_avg:.188,onbase:.235,slugging:.188,ops:erc">.188,ops+:lugging">.423,bases:12,double_plays:1,hit_by_pitch:2,sac_hits:13,sac_flies:0,intentional_walks:0
pos:P,name:Tom Glavine,age:35,games:32,plate_appearances:78,at_bats:57,runs:4,hits:8,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:21,batting_avg:.140,onbase:.197,slugging:.175,ops:erc">.175,ops+:lugging">.372,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:17,sac_flies:0,intentional_walks:0
pos:P,name:John Burkett,age:36,games:32,plate_appearances:75,at_bats:65,runs:2,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:29,batting_avg:.092,onbase:.132,slugging:.092,ops:erc">.092,ops+:lugging">.225,bases:6,double_plays:5,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Millwood,age:26,games:21,plate_appearances:45,at_bats:43,runs:3,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:16,batting_avg:.093,onbase:.114,slugging:.093,ops:erc">.093,ops+:lugging">.207,bases:4,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
