pos:C,name:Javy Lopez,age:29,games:134,plate_appearances:525,at_bats:481,runs:60,hits:138,doubles:21,triples:1,home_runs:24,runs_batted_in:89,stolen_bases:0,caught_stealing:0,walks:35,strikeouts:80,batting_avg:.287,onbase:.337,slugging:.484,ops:erc">.484,ops+:lugging">.822,bases:233,double_plays:20,hit_by_pitch:4,sac_hits:0,sac_flies:5,intentional_walks:3
pos:1B,name:Andres Galarraga,age:39,games:141,plate_appearances:548,at_bats:494,runs:67,hits:149,doubles:25,triples:1,home_runs:28,runs_batted_in:100,stolen_bases:3,caught_stealing:5,walks:36,strikeouts:126,batting_avg:.302,onbase:.369,slugging:.526,ops:erc">.526,ops+:lugging">.895,bases:260,double_plays:15,hit_by_pitch:17,sac_hits:0,sac_flies:1,intentional_walks:5
pos:2B,name:Quilvio Veras,age:29,games:84,plate_appearances:364,at_bats:298,runs:56,hits:92,doubles:15,triples:0,home_runs:5,runs_batted_in:37,stolen_bases:25,caught_stealing:12,walks:51,strikeouts:50,batting_avg:.309,onbase:.413,slugging:.409,ops:erc">.409,ops+:lugging">.823,bases:122,double_plays:8,hit_by_pitch:5,sac_hits:6,sac_flies:4,intentional_walks:0
pos:SS,name:Rafael Furcal,age:22,games:131,plate_appearances:542,at_bats:455,runs:87,hits:134,doubles:20,triples:4,home_runs:4,runs_batted_in:37,stolen_bases:40,caught_stealing:14,walks:73,strikeouts:80,batting_avg:.295,onbase:.394,slugging:.382,ops:erc">.382,ops+:lugging">.776,bases:174,double_plays:2,hit_by_pitch:3,sac_hits:9,sac_flies:2,intentional_walks:0
pos:3B,name:Chipper Jones,age:28,games:156,plate_appearances:686,at_bats:579,runs:118,hits:180,doubles:38,triples:1,home_runs:36,runs_batted_in:111,stolen_bases:14,caught_stealing:7,walks:95,strikeouts:64,batting_avg:.311,onbase:.404,slugging:.566,ops:erc">.566,ops+:lugging">.970,bases:328,double_plays:14,hit_by_pitch:2,sac_hits:0,sac_flies:10,intentional_walks:10
pos:LF,name:Reggie Sanders,age:32,games:103,plate_appearances:377,at_bats:340,runs:43,hits:79,doubles:23,triples:1,home_runs:11,runs_batted_in:37,stolen_bases:21,caught_stealing:4,walks:32,strikeouts:78,batting_avg:.232,onbase:.302,slugging:.403,ops:erc">.403,ops+:lugging">.705,bases:137,double_plays:9,hit_by_pitch:2,sac_hits:3,sac_flies:0,intentional_walks:2
pos:CF,name:Andruw Jones,age:23,games:161,plate_appearances:729,at_bats:656,runs:122,hits:199,doubles:36,triples:6,home_runs:36,runs_batted_in:104,stolen_bases:21,caught_stealing:6,walks:59,strikeouts:100,batting_avg:.303,onbase:.366,slugging:.541,ops:erc">.541,ops+:lugging">.907,bases:355,double_plays:12,hit_by_pitch:9,sac_hits:0,sac_flies:5,intentional_walks:0
pos:RF,name:Brian Jordan,age:33,games:133,plate_appearances:537,at_bats:489,runs:71,hits:129,doubles:26,triples:0,home_runs:17,runs_batted_in:77,stolen_bases:10,caught_stealing:2,walks:38,strikeouts:80,batting_avg:.264,onbase:.320,slugging:.421,ops:erc">.421,ops+:lugging">.742,bases:206,double_plays:12,hit_by_pitch:5,sac_hits:0,sac_flies:5,intentional_walks:1
pos:2B,name:Keith Lockhart,age:35,games:113,plate_appearances:313,at_bats:275,runs:32,hits:73,doubles:12,triples:3,home_runs:2,runs_batted_in:32,stolen_bases:4,caught_stealing:1,walks:29,strikeouts:31,batting_avg:.265,onbase:.331,slugging:.353,ops:erc">.353,ops+:lugging">.684,bases:97,double_plays:10,hit_by_pitch:0,sac_hits:5,sac_flies:4,intentional_walks:7
pos:LF,name:Bobby Bonilla,age:37,games:114,plate_appearances:278,at_bats:239,runs:23,hits:61,doubles:13,triples:3,home_runs:5,runs_batted_in:28,stolen_bases:0,caught_stealing:0,walks:37,strikeouts:51,batting_avg:.255,onbase:.356,slugging:.397,ops:erc">.397,ops+:lugging">.754,bases:95,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:2
pos:1B,name:Wally Joyner,age:38,games:119,plate_appearances:260,at_bats:224,runs:24,hits:63,doubles:12,triples:0,home_runs:5,runs_batted_in:32,stolen_bases:0,caught_stealing:0,walks:31,strikeouts:31,batting_avg:.281,onbase:.365,slugging:.402,ops:erc">.402,ops+:lugging">.767,bases:90,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:4,intentional_walks:3
pos:SS,name:Walt Weiss,age:36,games:80,plate_appearances:227,at_bats:192,runs:29,hits:50,doubles:6,triples:2,home_runs:0,runs_batted_in:18,stolen_bases:1,caught_stealing:1,walks:26,strikeouts:32,batting_avg:.260,onbase:.353,slugging:.313,ops:erc">.313,ops+:lugging">.665,bases:60,double_plays:2,hit_by_pitch:3,sac_hits:3,sac_flies:3,intentional_walks:1
pos:LF,name:B.J. Surhoff,age:35,games:44,plate_appearances:143,at_bats:128,runs:13,hits:37,doubles:9,triples:2,home_runs:1,runs_batted_in:11,stolen_bases:3,caught_stealing:0,walks:12,strikeouts:12,batting_avg:.289,onbase:.352,slugging:.414,ops:erc">.414,ops+:lugging">.766,bases:53,double_plays:5,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:0
pos:OF,name:Trent Hubbard,age:36,games:61,plate_appearances:96,at_bats:81,runs:15,hits:15,doubles:2,triples:1,home_runs:1,runs_batted_in:6,stolen_bases:2,caught_stealing:1,walks:11,strikeouts:20,batting_avg:.185,onbase:.290,slugging:.272,ops:erc">.272,ops+:lugging">.562,bases:22,double_plays:1,hit_by_pitch:1,sac_hits:3,sac_flies:0,intentional_walks:0
pos:C,name:Paul Bako,age:28,games:24,plate_appearances:63,at_bats:58,runs:8,hits:11,doubles:4,triples:0,home_runs:2,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:15,batting_avg:.190,onbase:.254,slugging:.362,ops:erc">.362,ops+:lugging">.616,bases:21,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:3
pos:C,name:Fernando Lunar,age:23,games:22,plate_appearances:60,at_bats:54,runs:5,hits:10,doubles:1,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:2,walks:3,strikeouts:15,batting_avg:.185,onbase:.267,slugging:.204,ops:erc">.204,ops+:lugging">.470,bases:11,double_plays:2,hit_by_pitch:3,sac_hits:0,sac_flies:0,intentional_walks:1
pos:OF,name:George Lombard,age:24,games:27,plate_appearances:41,at_bats:39,runs:8,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:4,caught_stealing:0,walks:1,strikeouts:14,batting_avg:.103,onbase:.146,slugging:.103,ops:erc">.103,ops+:lugging">.249,bases:4,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Steve Sisco,age:30,games:25,plate_appearances:30,at_bats:27,runs:4,hits:5,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:4,batting_avg:.185,onbase:.267,slugging:.296,ops:erc">.296,ops+:lugging">.563,bases:8,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Eddie Perez,age:32,games:7,plate_appearances:22,at_bats:22,runs:0,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.182,onbase:.182,slugging:.227,ops:erc">.227,ops+:lugging">.409,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Mark DeRosa,age:25,games:22,plate_appearances:15,at_bats:13,runs:9,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:1,batting_avg:.308,onbase:.400,slugging:.385,ops:erc">.385,ops+:lugging">.785,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Tim Unroe,age:29,games:4,plate_appearances:7,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.000,onbase:.167,slugging:.000,ops:erc">.000,ops+:lugging">.167,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:3B,name:Wes Helms,age:24,games:6,plate_appearances:5,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Brian Hunter,age:32,games:2,plate_appearances:2,at_bats:2,runs:1,hits:1,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.500,onbase:.500,slugging:2.000,ops:erc">2.000,ops+:lugging">2.500,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Pedro Swann,age:29,games:4,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Mike Hubbard,age:29,games:2,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Greg Maddux,age:34,games:33,plate_appearances:90,at_bats:80,runs:2,hits:15,doubles:2,triples:1,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:1,walks:2,strikeouts:19,batting_avg:.188,onbase:.217,slugging:.238,ops:erc">.238,ops+:lugging">.454,bases:19,double_plays:1,hit_by_pitch:1,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Tom Glavine,age:34,games:35,plate_appearances:89,at_bats:68,runs:5,hits:10,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:20,batting_avg:.147,onbase:.227,slugging:.162,ops:erc">.162,ops+:lugging">.388,bases:11,double_plays:0,hit_by_pitch:0,sac_hits:14,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Millwood,age:25,games:34,plate_appearances:75,at_bats:59,runs:1,hits:7,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:30,batting_avg:.119,onbase:.148,slugging:.153,ops:erc">.153,ops+:lugging">.300,bases:9,double_plays:3,hit_by_pitch:0,sac_hits:14,sac_flies:0,intentional_walks:0
pos:P,name:John Burkett,age:35,games:30,plate_appearances:51,at_bats:42,runs:2,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:15,batting_avg:.143,onbase:.200,slugging:.167,ops:erc">.167,ops+:lugging">.367,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Terry Mulholland,age:37,games:52,plate_appearances:45,at_bats:36,runs:3,hits:9,doubles:3,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:16,batting_avg:.250,onbase:.250,slugging:.333,ops:erc">.333,ops+:lugging">.583,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Andy Ashby,age:32,games:16,plate_appearances:37,at_bats:33,runs:2,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:12,batting_avg:.121,onbase:.121,slugging:.121,ops:erc">.121,ops+:lugging">.242,bases:4,double_plays:1,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Bruce Chen,age:23,games:21,plate_appearances:7,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
