pos:C,name:Javy Lopez,age:26,games:123,plate_appearances:464,at_bats:414,runs:52,hits:122,doubles:28,triples:1,home_runs:23,runs_batted_in:68,stolen_bases:1,caught_stealing:1,walks:40,strikeouts:82,batting_avg:.295,onbase:.361,slugging:.534,ops:erc">.534,ops+:lugging">.895,bases:221,double_plays:9,hit_by_pitch:5,sac_hits:1,sac_flies:4,intentional_walks:10
pos:1B,name:Fred McGriff,age:33,games:152,plate_appearances:641,at_bats:564,runs:77,hits:156,doubles:25,triples:1,home_runs:22,runs_batted_in:97,stolen_bases:5,caught_stealing:0,walks:68,strikeouts:112,batting_avg:.277,onbase:.356,slugging:.441,ops:erc">.441,ops+:lugging">.797,bases:249,double_plays:22,hit_by_pitch:4,sac_hits:0,sac_flies:5,intentional_walks:4
pos:2B,name:Mark Lemke,age:31,games:109,plate_appearances:397,at_bats:351,runs:33,hits:86,doubles:17,triples:1,home_runs:2,runs_batted_in:26,stolen_bases:2,caught_stealing:0,walks:33,strikeouts:51,batting_avg:.245,onbase:.306,slugging:.316,ops:erc">.316,ops+:lugging">.622,bases:111,double_plays:10,hit_by_pitch:0,sac_hits:8,sac_flies:5,intentional_walks:2
pos:SS,name:Jeff Blauser,age:31,games:151,plate_appearances:623,at_bats:519,runs:90,hits:160,doubles:31,triples:4,home_runs:17,runs_batted_in:70,stolen_bases:5,caught_stealing:1,walks:70,strikeouts:101,batting_avg:.308,onbase:.405,slugging:.482,ops:erc">.482,ops+:lugging">.886,bases:250,double_plays:13,hit_by_pitch:20,sac_hits:5,sac_flies:9,intentional_walks:6
pos:3B,name:Chipper Jones,age:25,games:157,plate_appearances:679,at_bats:597,runs:100,hits:176,doubles:41,triples:3,home_runs:21,runs_batted_in:111,stolen_bases:20,caught_stealing:5,walks:76,strikeouts:88,batting_avg:.295,onbase:.371,slugging:.479,ops:erc">.479,ops+:lugging">.850,bases:286,double_plays:19,hit_by_pitch:0,sac_hits:0,sac_flies:6,intentional_walks:8
pos:LF,name:Ryan Klesko,age:26,games:143,plate_appearances:525,at_bats:467,runs:67,hits:122,doubles:23,triples:6,home_runs:24,runs_batted_in:84,stolen_bases:4,caught_stealing:4,walks:48,strikeouts:130,batting_avg:.261,onbase:.334,slugging:.490,ops:erc">.490,ops+:lugging">.824,bases:229,double_plays:12,hit_by_pitch:4,sac_hits:1,sac_flies:2,intentional_walks:5
pos:CF,name:Kenny Lofton,age:30,games:122,plate_appearances:564,at_bats:493,runs:90,hits:164,doubles:20,triples:6,home_runs:5,runs_batted_in:48,stolen_bases:27,caught_stealing:20,walks:64,strikeouts:83,batting_avg:.333,onbase:.409,slugging:.428,ops:erc">.428,ops+:lugging">.837,bases:211,double_plays:10,hit_by_pitch:2,sac_hits:2,sac_flies:3,intentional_walks:5
pos:RF,name:Michael Tucker,age:26,games:138,plate_appearances:554,at_bats:499,runs:80,hits:141,doubles:25,triples:7,home_runs:14,runs_batted_in:56,stolen_bases:12,caught_stealing:7,walks:44,strikeouts:116,batting_avg:.283,onbase:.347,slugging:.445,ops:erc">.445,ops+:lugging">.792,bases:222,double_plays:7,hit_by_pitch:6,sac_hits:4,sac_flies:1,intentional_walks:0
pos:OF,name:Andruw Jones,age:20,games:153,plate_appearances:467,at_bats:399,runs:60,hits:92,doubles:18,triples:1,home_runs:18,runs_batted_in:70,stolen_bases:20,caught_stealing:11,walks:56,strikeouts:107,batting_avg:.231,onbase:.329,slugging:.416,ops:erc">.416,ops+:lugging">.745,bases:166,double_plays:11,hit_by_pitch:4,sac_hits:5,sac_flies:3,intentional_walks:2
pos:2B,name:Tony Graffanino,age:25,games:104,plate_appearances:221,at_bats:186,runs:33,hits:48,doubles:9,triples:1,home_runs:8,runs_batted_in:20,stolen_bases:6,caught_stealing:4,walks:26,strikeouts:46,batting_avg:.258,onbase:.344,slugging:.446,ops:erc">.446,ops+:lugging">.790,bases:83,double_plays:3,hit_by_pitch:1,sac_hits:3,sac_flies:5,intentional_walks:1
pos:C,name:Eddie Perez,age:29,games:73,plate_appearances:206,at_bats:191,runs:20,hits:41,doubles:5,triples:0,home_runs:6,runs_batted_in:18,stolen_bases:0,caught_stealing:1,walks:10,strikeouts:35,batting_avg:.215,onbase:.259,slugging:.335,ops:erc">.335,ops+:lugging">.594,bases:64,double_plays:8,hit_by_pitch:2,sac_hits:1,sac_flies:2,intentional_walks:0
