pos:C,name:Javy Lopez,age:25,games:138,plate_appearances:526,at_bats:489,runs:56,hits:138,doubles:19,triples:1,home_runs:23,runs_batted_in:69,stolen_bases:1,caught_stealing:6,walks:28,strikeouts:84,batting_avg:.282,onbase:.322,slugging:.466,ops:erc">.466,ops+:lugging">.788,bases:228,double_plays:17,hit_by_pitch:3,sac_hits:1,sac_flies:5,intentional_walks:5
pos:1B,name:Fred McGriff,age:32,games:159,plate_appearances:691,at_bats:617,runs:81,hits:182,doubles:37,triples:1,home_runs:28,runs_batted_in:107,stolen_bases:7,caught_stealing:3,walks:68,strikeouts:116,batting_avg:.295,onbase:.365,slugging:.494,ops:erc">.494,ops+:lugging">.859,bases:305,double_plays:20,hit_by_pitch:2,sac_hits:0,sac_flies:4,intentional_walks:12
pos:2B,name:Mark Lemke,age:30,games:135,plate_appearances:562,at_bats:498,runs:64,hits:127,doubles:17,triples:0,home_runs:5,runs_batted_in:37,stolen_bases:5,caught_stealing:2,walks:53,strikeouts:48,batting_avg:.255,onbase:.323,slugging:.319,ops:erc">.319,ops+:lugging">.642,bases:159,double_plays:9,hit_by_pitch:0,sac_hits:5,sac_flies:6,intentional_walks:1
pos:SS,name:Jeff Blauser,age:30,games:83,plate_appearances:312,at_bats:265,runs:48,hits:65,doubles:14,triples:1,home_runs:10,runs_batted_in:35,stolen_bases:6,caught_stealing:0,walks:40,strikeouts:54,batting_avg:.245,onbase:.356,slugging:.419,ops:erc">.419,ops+:lugging">.775,bases:111,double_plays:7,hit_by_pitch:6,sac_hits:0,sac_flies:1,intentional_walks:3
pos:3B,name:Chipper Jones,age:24,games:157,plate_appearances:693,at_bats:598,runs:114,hits:185,doubles:32,triples:5,home_runs:30,runs_batted_in:110,stolen_bases:14,caught_stealing:1,walks:87,strikeouts:88,batting_avg:.309,onbase:.393,slugging:.530,ops:erc">.530,ops+:lugging">.923,bases:317,double_plays:14,hit_by_pitch:0,sac_hits:1,sac_flies:7,intentional_walks:0
pos:LF,name:Ryan Klesko,age:25,games:153,plate_appearances:605,at_bats:528,runs:90,hits:149,doubles:21,triples:4,home_runs:34,runs_batted_in:93,stolen_bases:6,caught_stealing:3,walks:68,strikeouts:129,batting_avg:.282,onbase:.364,slugging:.530,ops:erc">.530,ops+:lugging">.894,bases:280,double_plays:10,hit_by_pitch:2,sac_hits:0,sac_flies:4,intentional_walks:10
pos:CF,name:Marquis Grissom,age:29,games:158,plate_appearances:723,at_bats:671,runs:106,hits:207,doubles:32,triples:10,home_runs:23,runs_batted_in:74,stolen_bases:28,caught_stealing:11,walks:41,strikeouts:73,batting_avg:.308,onbase:.349,slugging:.489,ops:erc">.489,ops+:lugging">.838,bases:328,double_plays:12,hit_by_pitch:3,sac_hits:4,sac_flies:4,intentional_walks:6
pos:RF,name:Jermaine Dye,age:22,games:98,plate_appearances:306,at_bats:292,runs:32,hits:82,doubles:16,triples:0,home_runs:12,runs_batted_in:37,stolen_bases:1,caught_stealing:4,walks:8,strikeouts:67,batting_avg:.281,onbase:.304,slugging:.459,ops:erc">.459,ops+:lugging">.763,bases:134,double_plays:11,hit_by_pitch:3,sac_hits:0,sac_flies:3,intentional_walks:0
pos:3B,name:Terry Pendleton,age:35,games:42,plate_appearances:177,at_bats:162,runs:21,hits:33,doubles:6,triples:0,home_runs:4,runs_batted_in:17,stolen_bases:2,caught_stealing:1,walks:15,strikeouts:36,batting_avg:.204,onbase:.271,slugging:.315,ops:erc">.315,ops+:lugging">.586,bases:51,double_plays:8,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:RF,name:Dwight Smith,age:32,games:101,plate_appearances:172,at_bats:153,runs:16,hits:31,doubles:5,triples:0,home_runs:3,runs_batted_in:16,stolen_bases:1,caught_stealing:3,walks:17,strikeouts:42,batting_avg:.203,onbase:.285,slugging:.294,ops:erc">.294,ops+:lugging">.579,bases:45,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:1
pos:C,name:Eddie Perez,age:28,games:68,plate_appearances:167,at_bats:156,runs:19,hits:40,doubles:9,triples:1,home_runs:4,runs_batted_in:17,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:19,batting_avg:.256,onbase:.293,slugging:.404,ops:erc">.404,ops+:lugging">.697,bases:63,double_plays:6,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:0
pos:RF,name:David Justice,age:30,games:40,plate_appearances:164,at_bats:140,runs:23,hits:45,doubles:9,triples:0,home_runs:6,runs_batted_in:25,stolen_bases:1,caught_stealing:1,walks:21,strikeouts:22,batting_avg:.321,onbase:.409,slugging:.514,ops:erc">.514,ops+:lugging">.923,bases:72,double_plays:5,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:1
pos:SS,name:Rafael Belliard,age:34,games:86,plate_appearances:148,at_bats:142,runs:9,hits:24,doubles:7,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:3,caught_stealing:1,walks:2,strikeouts:22,batting_avg:.169,onbase:.179,slugging:.218,ops:erc">.218,ops+:lugging">.398,bases:31,double_plays:6,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:0
pos:IF,name:Mike Mordecai,age:28,games:66,plate_appearances:122,at_bats:108,runs:12,hits:26,doubles:5,triples:0,home_runs:2,runs_batted_in:8,stolen_bases:1,caught_stealing:0,walks:9,strikeouts:24,batting_avg:.241,onbase:.297,slugging:.343,ops:erc">.343,ops+:lugging">.639,bases:37,double_plays:1,hit_by_pitch:0,sac_hits:4,sac_flies:1,intentional_walks:1
pos:OF,name:Andruw Jones,age:19,games:31,plate_appearances:113,at_bats:106,runs:11,hits:23,doubles:7,triples:1,home_runs:5,runs_batted_in:13,stolen_bases:3,caught_stealing:0,walks:7,strikeouts:29,batting_avg:.217,onbase:.265,slugging:.443,ops:erc">.443,ops+:lugging">.709,bases:47,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:Mark Whiten,age:29,games:36,plate_appearances:107,at_bats:90,runs:12,hits:23,doubles:5,triples:1,home_runs:3,runs_batted_in:17,stolen_bases:2,caught_stealing:5,walks:16,strikeouts:25,batting_avg:.256,onbase:.364,slugging:.433,ops:erc">.433,ops+:lugging">.798,bases:39,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:SS,name:Ed Giovanola,age:27,games:43,plate_appearances:94,at_bats:82,runs:10,hits:19,doubles:2,triples:0,home_runs:0,runs_batted_in:7,stolen_bases:1,caught_stealing:0,walks:8,strikeouts:13,batting_avg:.232,onbase:.304,slugging:.256,ops:erc">.256,ops+:lugging">.560,bases:21,double_plays:3,hit_by_pitch:1,sac_hits:2,sac_flies:1,intentional_walks:0
pos:OF,name:Jerome Walton,age:30,games:37,plate_appearances:55,at_bats:47,runs:9,hits:16,doubles:5,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:10,batting_avg:.340,onbase:.389,slugging:.511,ops:erc">.511,ops+:lugging">.900,bases:24,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:0
pos:2B,name:Tony Graffanino,age:24,games:22,plate_appearances:52,at_bats:46,runs:7,hits:8,doubles:1,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:13,batting_avg:.174,onbase:.250,slugging:.239,ops:erc">.239,ops+:lugging">.489,bases:11,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:LF,name:Luis Polonia,age:32,games:22,plate_appearances:33,at_bats:31,runs:3,hits:13,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:1,walks:1,strikeouts:3,batting_avg:.419,onbase:.424,slugging:.419,ops:erc">.419,ops+:lugging">.844,bases:13,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:UT,name:Tyler Houston,age:25,games:33,plate_appearances:28,at_bats:27,runs:3,hits:6,doubles:2,triples:1,home_runs:1,runs_batted_in:8,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:9,batting_avg:.222,onbase:.250,slugging:.481,ops:erc">.481,ops+:lugging">.731,bases:13,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Danny Bautista,age:24,games:17,plate_appearances:23,at_bats:20,runs:1,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:5,batting_avg:.150,onbase:.261,slugging:.150,ops:erc">.150,ops+:lugging">.411,bases:3,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
