pos:C,name:Javy Lopez,age:24,games:100,plate_appearances:352,at_bats:333,runs:37,hits:105,doubles:11,triples:4,home_runs:14,runs_batted_in:51,stolen_bases:0,caught_stealing:1,walks:14,strikeouts:57,batting_avg:.315,onbase:.344,slugging:.498,ops:erc">.498,ops+:lugging">.842,bases:166,double_plays:13,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:0
pos:1B,name:Fred McGriff,age:31,games:144,plate_appearances:604,at_bats:528,runs:85,hits:148,doubles:27,triples:1,home_runs:27,runs_batted_in:93,stolen_bases:3,caught_stealing:6,walks:65,strikeouts:99,batting_avg:.280,onbase:.361,slugging:.489,ops:erc">.489,ops+:lugging">.850,bases:258,double_plays:19,hit_by_pitch:5,sac_hits:0,sac_flies:6,intentional_walks:6
pos:2B,name:Mark Lemke,age:29,games:116,plate_appearances:453,at_bats:399,runs:42,hits:101,doubles:16,triples:5,home_runs:5,runs_batted_in:38,stolen_bases:2,caught_stealing:2,walks:44,strikeouts:40,batting_avg:.253,onbase:.325,slugging:.356,ops:erc">.356,ops+:lugging">.681,bases:142,double_plays:17,hit_by_pitch:0,sac_hits:7,sac_flies:3,intentional_walks:4
pos:SS,name:Jeff Blauser,age:29,games:115,plate_appearances:504,at_bats:431,runs:60,hits:91,doubles:16,triples:2,home_runs:12,runs_batted_in:31,stolen_bases:8,caught_stealing:5,walks:57,strikeouts:107,batting_avg:.211,onbase:.319,slugging:.341,ops:erc">.341,ops+:lugging">.660,bases:147,double_plays:6,hit_by_pitch:12,sac_hits:2,sac_flies:2,intentional_walks:2
pos:3B,name:Chipper Jones,age:23,games:140,plate_appearances:602,at_bats:524,runs:87,hits:139,doubles:22,triples:3,home_runs:23,runs_batted_in:86,stolen_bases:8,caught_stealing:4,walks:73,strikeouts:99,batting_avg:.265,onbase:.353,slugging:.450,ops:erc">.450,ops+:lugging">.803,bases:236,double_plays:10,hit_by_pitch:0,sac_hits:1,sac_flies:4,intentional_walks:1
pos:LF,name:Ryan Klesko,age:24,games:107,plate_appearances:381,at_bats:329,runs:48,hits:102,doubles:25,triples:2,home_runs:23,runs_batted_in:70,stolen_bases:5,caught_stealing:4,walks:47,strikeouts:72,batting_avg:.310,onbase:.396,slugging:.608,ops:erc">.608,ops+:lugging">1.004,bases:200,double_plays:8,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:10
pos:CF,name:Marquis Grissom,age:28,games:139,plate_appearances:606,at_bats:551,runs:80,hits:142,doubles:23,triples:3,home_runs:12,runs_batted_in:42,stolen_bases:29,caught_stealing:9,walks:47,strikeouts:61,batting_avg:.258,onbase:.317,slugging:.376,ops:erc">.376,ops+:lugging">.693,bases:207,double_plays:8,hit_by_pitch:3,sac_hits:1,sac_flies:4,intentional_walks:4
pos:RF,name:David Justice,age:29,games:120,plate_appearances:491,at_bats:411,runs:73,hits:104,doubles:17,triples:2,home_runs:24,runs_batted_in:78,stolen_bases:4,caught_stealing:2,walks:73,strikeouts:68,batting_avg:.253,onbase:.365,slugging:.479,ops:erc">.479,ops+:lugging">.844,bases:197,double_plays:5,hit_by_pitch:2,sac_hits:0,sac_flies:5,intentional_walks:5
pos:C,name:Charlie O'Brien,age:35,games:67,plate_appearances:233,at_bats:198,runs:18,hits:45,doubles:7,triples:0,home_runs:9,runs_batted_in:23,stolen_bases:0,caught_stealing:1,walks:29,strikeouts:40,batting_avg:.227,onbase:.343,slugging:.399,ops:erc">.399,ops+:lugging">.742,bases:79,double_plays:8,hit_by_pitch:6,sac_hits:0,sac_flies:0,intentional_walks:2
pos:MI,name:Rafael Belliard,age:33,games:75,plate_appearances:192,at_bats:180,runs:12,hits:40,doubles:2,triples:1,home_runs:0,runs_batted_in:7,stolen_bases:2,caught_stealing:2,walks:6,strikeouts:28,batting_avg:.222,onbase:.255,slugging:.244,ops:erc">.244,ops+:lugging">.500,bases:44,double_plays:4,hit_by_pitch:2,sac_hits:4,sac_flies:0,intentional_walks:2
pos:LF,name:Mike Kelly,age:25,games:97,plate_appearances:153,at_bats:137,runs:26,hits:26,doubles:6,triples:1,home_runs:3,runs_batted_in:17,stolen_bases:7,caught_stealing:3,walks:11,strikeouts:49,batting_avg:.190,onbase:.258,slugging:.314,ops:erc">.314,ops+:lugging">.572,bases:43,double_plays:2,hit_by_pitch:2,sac_hits:2,sac_flies:1,intentional_walks:0
