pos:C,name:Javy Lopez,age:31,games:109,plate_appearances:385,at_bats:347,runs:31,hits:81,doubles:15,triples:0,home_runs:11,runs_batted_in:52,stolen_bases:0,caught_stealing:1,walks:26,strikeouts:63,batting_avg:.233,onbase:.299,slugging:.372,ops:erc">.372,ops+:lugging">.670,bases:129,double_plays:15,hit_by_pitch:8,sac_hits:0,sac_flies:4,intentional_walks:8
pos:1B,name:Julio Franco,age:43,games:125,plate_appearances:383,at_bats:338,runs:51,hits:96,doubles:13,triples:1,home_runs:6,runs_batted_in:30,stolen_bases:5,caught_stealing:1,walks:39,strikeouts:75,batting_avg:.284,onbase:.357,slugging:.382,ops:erc">.382,ops+:lugging">.739,bases:129,double_plays:13,hit_by_pitch:1,sac_hits:2,sac_flies:3,intentional_walks:3
pos:2B,name:Keith Lockhart,age:37,games:128,plate_appearances:331,at_bats:296,runs:34,hits:64,doubles:13,triples:3,home_runs:5,runs_batted_in:32,stolen_bases:0,caught_stealing:1,walks:27,strikeouts:50,batting_avg:.216,onbase:.282,slugging:.331,ops:erc">.331,ops+:lugging">.613,bases:98,double_plays:4,hit_by_pitch:1,sac_hits:5,sac_flies:2,intentional_walks:9
pos:SS,name:Rafael Furcal,age:24,games:154,plate_appearances:693,at_bats:636,runs:95,hits:175,doubles:31,triples:8,home_runs:8,runs_batted_in:47,stolen_bases:27,caught_stealing:15,walks:43,strikeouts:114,batting_avg:.275,onbase:.323,slugging:.387,ops:erc">.387,ops+:lugging">.710,bases:246,double_plays:8,hit_by_pitch:3,sac_hits:9,sac_flies:2,intentional_walks:0
pos:3B,name:Vinny Castilla,age:34,games:143,plate_appearances:578,at_bats:543,runs:56,hits:126,doubles:23,triples:2,home_runs:12,runs_batted_in:61,stolen_bases:4,caught_stealing:1,walks:22,strikeouts:69,batting_avg:.232,onbase:.268,slugging:.348,ops:erc">.348,ops+:lugging">.616,bases:189,double_plays:22,hit_by_pitch:7,sac_hits:0,sac_flies:6,intentional_walks:4
pos:LF,name:Chipper Jones,age:30,games:158,plate_appearances:662,at_bats:548,runs:90,hits:179,doubles:35,triples:1,home_runs:26,runs_batted_in:100,stolen_bases:8,caught_stealing:2,walks:107,strikeouts:89,batting_avg:.327,onbase:.435,slugging:.536,ops:erc">.536,ops+:lugging">.972,bases:294,double_plays:18,hit_by_pitch:2,sac_hits:0,sac_flies:5,intentional_walks:23
pos:CF,name:Andruw Jones,age:25,games:154,plate_appearances:659,at_bats:560,runs:91,hits:148,doubles:34,triples:0,home_runs:35,runs_batted_in:94,stolen_bases:8,caught_stealing:3,walks:83,strikeouts:135,batting_avg:.264,onbase:.366,slugging:.513,ops:erc">.513,ops+:lugging">.878,bases:287,double_plays:14,hit_by_pitch:10,sac_hits:0,sac_flies:6,intentional_walks:4
pos:RF,name:Gary Sheffield,age:33,games:135,plate_appearances:579,at_bats:492,runs:82,hits:151,doubles:26,triples:0,home_runs:25,runs_batted_in:84,stolen_bases:12,caught_stealing:2,walks:72,strikeouts:53,batting_avg:.307,onbase:.404,slugging:.512,ops:erc">.512,ops+:lugging">.916,bases:252,double_plays:16,hit_by_pitch:11,sac_hits:0,sac_flies:4,intentional_walks:2
pos:C,name:Henry Blanco,age:30,games:81,plate_appearances:249,at_bats:221,runs:17,hits:45,doubles:9,triples:1,home_runs:6,runs_batted_in:22,stolen_bases:0,caught_stealing:2,walks:20,strikeouts:51,batting_avg:.204,onbase:.267,slugging:.335,ops:erc">.335,ops+:lugging">.602,bases:74,double_plays:5,hit_by_pitch:1,sac_hits:2,sac_flies:5,intentional_walks:5
pos:2B,name:Marcus Giles,age:24,games:68,plate_appearances:242,at_bats:213,runs:27,hits:49,doubles:10,triples:1,home_runs:8,runs_batted_in:23,stolen_bases:1,caught_stealing:1,walks:25,strikeouts:41,batting_avg:.230,onbase:.315,slugging:.399,ops:erc">.399,ops+:lugging">.714,bases:85,double_plays:5,hit_by_pitch:2,sac_hits:1,sac_flies:1,intentional_walks:3
pos:RF,name:Darren Bragg,age:32,games:109,plate_appearances:240,at_bats:212,runs:34,hits:57,doubles:15,triples:2,home_runs:3,runs_batted_in:15,stolen_bases:5,caught_stealing:2,walks:24,strikeouts:52,batting_avg:.269,onbase:.347,slugging:.401,ops:erc">.401,ops+:lugging">.748,bases:85,double_plays:4,hit_by_pitch:2,sac_hits:1,sac_flies:1,intentional_walks:0
