pos:C,name:Rod Barajas,age:36,games:104,plate_appearances:361,at_bats:321,runs:29,hits:66,doubles:11,triples:0,home_runs:11,runs_batted_in:31,stolen_bases:0,caught_stealing:0,walks:29,strikeouts:69,batting_avg:.206,onbase:.283,slugging:.343,ops:erc">.343,ops+:lugging">.625,bases:110,double_plays:4,hit_by_pitch:7,sac_hits:0,sac_flies:4,intentional_walks:5
pos:1B,name:Casey McGehee,age:29,games:92,plate_appearances:293,at_bats:265,runs:27,hits:61,doubles:13,triples:1,home_runs:8,runs_batted_in:35,stolen_bases:1,caught_stealing:1,walks:24,strikeouts:60,batting_avg:.230,onbase:.297,slugging:.377,ops:erc">.377,ops+:lugging">.674,bases:100,double_plays:7,hit_by_pitch:2,sac_hits:0,sac_flies:2,intentional_walks:0
pos:2B,name:Neil Walker,age:26,games:129,plate_appearances:530,at_bats:472,runs:62,hits:132,doubles:27,triples:0,home_runs:14,runs_batted_in:69,stolen_bases:7,caught_stealing:5,walks:47,strikeouts:104,batting_avg:.280,onbase:.342,slugging:.426,ops:erc">.426,ops+:lugging">.768,bases:201,double_plays:11,hit_by_pitch:2,sac_hits:1,sac_flies:8,intentional_walks:1
pos:SS,name:Clint Barmes,age:33,games:144,plate_appearances:493,at_bats:455,runs:34,hits:104,doubles:16,triples:1,home_runs:8,runs_batted_in:45,stolen_bases:0,caught_stealing:2,walks:20,strikeouts:106,batting_avg:.229,onbase:.272,slugging:.321,ops:erc">.321,ops+:lugging">.593,bases:146,double_plays:9,hit_by_pitch:8,sac_hits:8,sac_flies:2,intentional_walks:3
pos:3B,name:Pedro Alvarez,age:25,games:149,plate_appearances:586,at_bats:525,runs:64,hits:128,doubles:25,triples:1,home_runs:30,runs_batted_in:85,stolen_bases:1,caught_stealing:0,walks:57,strikeouts:180,batting_avg:.244,onbase:.317,slugging:.467,ops:erc">.467,ops+:lugging">.784,bases:245,double_plays:10,hit_by_pitch:1,sac_hits:0,sac_flies:3,intentional_walks:6
pos:LF,name:Alex Presley,age:26,games:104,plate_appearances:370,at_bats:346,runs:46,hits:82,doubles:14,triples:7,home_runs:10,runs_batted_in:25,stolen_bases:9,caught_stealing:7,walks:18,strikeouts:72,batting_avg:.237,onbase:.279,slugging:.405,ops:erc">.405,ops+:lugging">.683,bases:140,double_plays:5,hit_by_pitch:2,sac_hits:4,sac_flies:0,intentional_walks:0
pos:CF,name:Andrew McCutchen,age:25,games:157,plate_appearances:673,at_bats:593,runs:107,hits:194,doubles:29,triples:6,home_runs:31,runs_batted_in:96,stolen_bases:20,caught_stealing:12,walks:70,strikeouts:132,batting_avg:.327,onbase:.400,slugging:.553,ops:erc">.553,ops+:lugging">.953,bases:328,double_plays:9,hit_by_pitch:5,sac_hits:0,sac_flies:5,intentional_walks:13
pos:RF,name:Jose Tabata,age:23,games:103,plate_appearances:374,at_bats:333,runs:43,hits:81,doubles:20,triples:3,home_runs:3,runs_batted_in:16,stolen_bases:8,caught_stealing:12,walks:29,strikeouts:58,batting_avg:.243,onbase:.315,slugging:.348,ops:erc">.348,ops+:lugging">.664,bases:116,double_plays:7,hit_by_pitch:6,sac_hits:6,sac_flies:0,intentional_walks:0
pos:UT,name:Garrett Jones,age:31,games:145,plate_appearances:515,at_bats:475,runs:68,hits:130,doubles:28,triples:3,home_runs:27,runs_batted_in:86,stolen_bases:2,caught_stealing:0,walks:33,strikeouts:103,batting_avg:.274,onbase:.317,slugging:.516,ops:erc">.516,ops+:lugging">.832,bases:245,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:7,intentional_walks:2
pos:MI,name:Josh Harrison,age:24,games:104,plate_appearances:276,at_bats:249,runs:34,hits:58,doubles:9,triples:5,home_runs:3,runs_batted_in:16,stolen_bases:7,caught_stealing:3,walks:10,strikeouts:37,batting_avg:.233,onbase:.279,slugging:.345,ops:erc">.345,ops+:lugging">.624,bases:86,double_plays:3,hit_by_pitch:7,sac_hits:7,sac_flies:3,intentional_walks:0
pos:C,name:Michael McKenry,age:27,games:88,plate_appearances:275,at_bats:240,runs:25,hits:56,doubles:14,triples:0,home_runs:12,runs_batted_in:39,stolen_bases:0,caught_stealing:0,walks:29,strikeouts:73,batting_avg:.233,onbase:.320,slugging:.442,ops:erc">.442,ops+:lugging">.762,bases:106,double_plays:7,hit_by_pitch:3,sac_hits:0,sac_flies:3,intentional_walks:1
pos:LF,name:Starling Marte,age:23,games:47,plate_appearances:182,at_bats:167,runs:18,hits:43,doubles:3,triples:6,home_runs:5,runs_batted_in:17,stolen_bases:12,caught_stealing:5,walks:8,strikeouts:50,batting_avg:.257,onbase:.300,slugging:.437,ops:erc">.437,ops+:lugging">.737,bases:73,double_plays:5,hit_by_pitch:3,sac_hits:2,sac_flies:2,intentional_walks:0
pos:RF,name:Travis Snider,age:24,games:50,plate_appearances:145,at_bats:128,runs:17,hits:32,doubles:5,triples:1,home_runs:1,runs_batted_in:9,stolen_bases:2,caught_stealing:0,walks:14,strikeouts:34,batting_avg:.250,onbase:.324,slugging:.328,ops:erc">.328,ops+:lugging">.652,bases:42,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:0
pos:1B,name:Gaby Sanchez,age:28,games:50,plate_appearances:130,at_bats:116,runs:18,hits:28,doubles:6,triples:0,home_runs:4,runs_batted_in:13,stolen_bases:0,caught_stealing:0,walks:13,strikeouts:20,batting_avg:.241,onbase:.323,slugging:.397,ops:erc">.397,ops+:lugging">.720,bases:46,double_plays:6,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:1
pos:OF,name:Drew Sutton,age:29,games:24,plate_appearances:79,at_bats:74,runs:10,hits:18,doubles:8,triples:1,home_runs:1,runs_batted_in:7,stolen_bases:0,caught_stealing:1,walks:4,strikeouts:26,batting_avg:.243,onbase:.278,slugging:.419,ops:erc">.419,ops+:lugging">.697,bases:31,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:1B,name:Matt Hague,age:26,games:30,plate_appearances:74,at_bats:70,runs:5,hits:16,doubles:2,triples:0,home_runs:0,runs_batted_in:7,stolen_bases:1,caught_stealing:0,walks:3,strikeouts:14,batting_avg:.229,onbase:.270,slugging:.257,ops:erc">.257,ops+:lugging">.527,bases:18,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:2B,name:Brock Holt,age:24,games:24,plate_appearances:72,at_bats:65,runs:6,hits:19,doubles:2,triples:1,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:14,batting_avg:.292,onbase:.329,slugging:.354,ops:erc">.354,ops+:lugging">.682,bases:23,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
pos:MI,name:Jordy Mercer,age:25,games:42,plate_appearances:68,at_bats:62,runs:7,hits:13,doubles:5,triples:1,home_runs:1,runs_batted_in:5,stolen_bases:0,caught_stealing:1,walks:4,strikeouts:14,batting_avg:.210,onbase:.265,slugging:.371,ops:erc">.371,ops+:lugging">.636,bases:23,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
