pos:C,name:Russell Martin,age:24,games:151,plate_appearances:620,at_bats:540,runs:87,hits:158,doubles:32,triples:3,home_runs:19,runs_batted_in:87,stolen_bases:21,caught_stealing:9,walks:67,strikeouts:89,batting_avg:.293,onbase:.374,slugging:.469,ops:erc">.469,ops+:lugging">.843,bases:253,double_plays:16,hit_by_pitch:7,sac_hits:0,sac_flies:6,intentional_walks:1
pos:1B,name:James Loney,age:23,games:96,plate_appearances:375,at_bats:344,runs:41,hits:114,doubles:18,triples:4,home_runs:15,runs_batted_in:67,stolen_bases:0,caught_stealing:1,walks:28,strikeouts:48,batting_avg:.331,onbase:.381,slugging:.538,ops:erc">.538,ops+:lugging">.919,bases:185,double_plays:6,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:5
pos:2B,name:Jeff Kent,age:39,games:136,plate_appearances:562,at_bats:494,runs:78,hits:149,doubles:36,triples:1,home_runs:20,runs_batted_in:79,stolen_bases:1,caught_stealing:3,walks:57,strikeouts:61,batting_avg:.302,onbase:.375,slugging:.500,ops:erc">.500,ops+:lugging">.875,bases:247,double_plays:17,hit_by_pitch:5,sac_hits:0,sac_flies:6,intentional_walks:4
pos:SS,name:Rafael Furcal,age:29,games:138,plate_appearances:643,at_bats:581,runs:87,hits:157,doubles:23,triples:4,home_runs:6,runs_batted_in:47,stolen_bases:25,caught_stealing:6,walks:55,strikeouts:68,batting_avg:.270,onbase:.333,slugging:.355,ops:erc">.355,ops+:lugging">.687,bases:206,double_plays:11,hit_by_pitch:1,sac_hits:2,sac_flies:3,intentional_walks:3
pos:3B,name:Nomar Garciaparra,age:33,games:121,plate_appearances:466,at_bats:431,runs:39,hits:122,doubles:17,triples:0,home_runs:7,runs_batted_in:59,stolen_bases:3,caught_stealing:1,walks:31,strikeouts:41,batting_avg:.283,onbase:.328,slugging:.371,ops:erc">.371,ops+:lugging">.700,bases:160,double_plays:6,hit_by_pitch:0,sac_hits:0,sac_flies:4,intentional_walks:5
pos:LF,name:Luis Gonzalez,age:39,games:139,plate_appearances:526,at_bats:464,runs:70,hits:129,doubles:23,triples:2,home_runs:15,runs_batted_in:68,stolen_bases:6,caught_stealing:2,walks:56,strikeouts:56,batting_avg:.278,onbase:.359,slugging:.433,ops:erc">.433,ops+:lugging">.793,bases:201,double_plays:11,hit_by_pitch:4,sac_hits:0,sac_flies:2,intentional_walks:4
pos:CF,name:Juan Pierre,age:29,games:162,plate_appearances:729,at_bats:668,runs:96,hits:196,doubles:24,triples:8,home_runs:0,runs_batted_in:41,stolen_bases:64,caught_stealing:15,walks:33,strikeouts:37,batting_avg:.293,onbase:.331,slugging:.353,ops:erc">.353,ops+:lugging">.685,bases:236,double_plays:10,hit_by_pitch:6,sac_hits:20,sac_flies:2,intentional_walks:0
pos:RF,name:Andre Ethier,age:25,games:153,plate_appearances:507,at_bats:447,runs:50,hits:127,doubles:32,triples:2,home_runs:13,runs_batted_in:64,stolen_bases:0,caught_stealing:4,walks:46,strikeouts:68,batting_avg:.284,onbase:.350,slugging:.452,ops:erc">.452,ops+:lugging">.802,bases:202,double_plays:10,hit_by_pitch:4,sac_hits:0,sac_flies:8,intentional_walks:12
pos:RF,name:Matt Kemp,age:22,games:98,plate_appearances:311,at_bats:292,runs:47,hits:100,doubles:12,triples:5,home_runs:10,runs_batted_in:42,stolen_bases:10,caught_stealing:5,walks:16,strikeouts:66,batting_avg:.342,onbase:.373,slugging:.521,ops:erc">.521,ops+:lugging">.894,bases:152,double_plays:6,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:0
pos:3B,name:Wilson Betemit,age:25,games:84,plate_appearances:192,at_bats:156,runs:22,hits:36,doubles:8,triples:0,home_runs:10,runs_batted_in:26,stolen_bases:0,caught_stealing:0,walks:32,strikeouts:49,batting_avg:.231,onbase:.359,slugging:.474,ops:erc">.474,ops+:lugging">.834,bases:74,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:3,intentional_walks:0
pos:IF,name:Tony Abreu,age:22,games:59,plate_appearances:178,at_bats:166,runs:19,hits:45,doubles:14,triples:1,home_runs:2,runs_batted_in:17,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:21,batting_avg:.271,onbase:.309,slugging:.404,ops:erc">.404,ops+:lugging">.713,bases:67,double_plays:5,hit_by_pitch:3,sac_hits:0,sac_flies:2,intentional_walks:1
pos:IF,name:Ramon Martinez,age:34,games:67,plate_appearances:147,at_bats:129,runs:10,hits:25,doubles:4,triples:0,home_runs:0,runs_batted_in:27,stolen_bases:1,caught_stealing:0,walks:11,strikeouts:15,batting_avg:.194,onbase:.248,slugging:.225,ops:erc">.225,ops+:lugging">.473,bases:29,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:5,intentional_walks:0
pos:CI,name:Olmedo Saenz,age:36,games:92,plate_appearances:132,at_bats:110,runs:9,hits:21,doubles:5,triples:0,home_runs:4,runs_batted_in:18,stolen_bases:0,caught_stealing:0,walks:16,strikeouts:25,batting_avg:.191,onbase:.295,slugging:.345,ops:erc">.345,ops+:lugging">.641,bases:38,double_plays:5,hit_by_pitch:2,sac_hits:0,sac_flies:4,intentional_walks:0
pos:3B,name:Andy LaRoche,age:23,games:35,plate_appearances:115,at_bats:93,runs:16,hits:21,doubles:5,triples:0,home_runs:1,runs_batted_in:10,stolen_bases:2,caught_stealing:1,walks:20,strikeouts:24,batting_avg:.226,onbase:.365,slugging:.312,ops:erc">.312,ops+:lugging">.677,bases:29,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:5
pos:C,name:Mike Lieberthal,age:35,games:38,plate_appearances:82,at_bats:77,runs:6,hits:18,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:11,batting_avg:.234,onbase:.280,slugging:.260,ops:erc">.260,ops+:lugging">.540,bases:20,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Wilson Valdez,age:29,games:41,plate_appearances:80,at_bats:74,runs:12,hits:16,doubles:2,triples:1,home_runs:0,runs_batted_in:7,stolen_bases:1,caught_stealing:0,walks:4,strikeouts:12,batting_avg:.216,onbase:.263,slugging:.270,ops:erc">.270,ops+:lugging">.533,bases:20,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:3B,name:Shea Hillenbrand,age:31,games:20,plate_appearances:74,at_bats:70,runs:6,hits:17,doubles:0,triples:2,home_runs:1,runs_batted_in:9,stolen_bases:0,caught_stealing:1,walks:2,strikeouts:12,batting_avg:.243,onbase:.257,slugging:.343,ops:erc">.343,ops+:lugging">.600,bases:24,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:1
pos:OF,name:Brady Clark,age:34,games:47,plate_appearances:66,at_bats:58,runs:7,hits:13,doubles:4,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:1,caught_stealing:2,walks:6,strikeouts:11,batting_avg:.224,onbase:.308,slugging:.293,ops:erc">.293,ops+:lugging">.601,bases:17,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:UT,name:Delwyn Young,age:25,games:19,plate_appearances:36,at_bats:34,runs:4,hits:13,doubles:1,triples:1,home_runs:2,runs_batted_in:3,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:5,batting_avg:.382,onbase:.417,slugging:.647,ops:erc">.647,ops+:lugging">1.064,bases:22,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Mark Sweeney,age:37,games:30,plate_appearances:34,at_bats:33,runs:2,hits:9,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:11,batting_avg:.273,onbase:.294,slugging:.303,ops:erc">.303,ops+:lugging">.597,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Chin-lung Hu,age:23,games:12,plate_appearances:31,at_bats:29,runs:5,hits:7,doubles:0,triples:1,home_runs:2,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:8,batting_avg:.241,onbase:.241,slugging:.517,ops:erc">.517,ops+:lugging">.759,bases:15,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:IF,name:Marlon Anderson,age:33,games:23,plate_appearances:29,at_bats:26,runs:3,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:3,strikeouts:5,batting_avg:.231,onbase:.310,slugging:.231,ops:erc">.231,ops+:lugging">.541,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Chad Moeller,age:32,games:7,plate_appearances:9,at_bats:8,runs:2,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.125,onbase:.222,slugging:.125,ops:erc">.125,ops+:lugging">.347,bases:1,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brad Penny,age:29,games:31,plate_appearances:75,at_bats:65,runs:7,hits:16,doubles:6,triples:0,home_runs:0,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:23,batting_avg:.246,onbase:.279,slugging:.338,ops:erc">.338,ops+:lugging">.618,bases:22,double_plays:0,hit_by_pitch:2,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Derek Lowe,age:34,games:31,plate_appearances:71,at_bats:59,runs:2,hits:7,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:17,batting_avg:.119,onbase:.185,slugging:.119,ops:erc">.119,ops+:lugging">.303,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:6,sac_flies:1,intentional_walks:0
pos:P,name:Chad Billingsley,age:22,games:41,plate_appearances:41,at_bats:36,runs:1,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:19,batting_avg:.111,onbase:.135,slugging:.139,ops:erc">.139,ops+:lugging">.274,bases:5,double_plays:2,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Randy Wolf,age:30,games:19,plate_appearances:37,at_bats:30,runs:1,hits:5,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:13,batting_avg:.167,onbase:.265,slugging:.233,ops:erc">.233,ops+:lugging">.498,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Brett Tomko,age:34,games:31,plate_appearances:30,at_bats:24,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:16,batting_avg:.000,onbase:.040,slugging:.000,ops:erc">.000,ops+:lugging">.040,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Mark Hendrickson,age:33,games:35,plate_appearances:30,at_bats:27,runs:1,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:10,batting_avg:.037,onbase:.103,slugging:.074,ops:erc">.074,ops+:lugging">.178,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:David Wells,age:44,games:7,plate_appearances:15,at_bats:15,runs:2,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.267,onbase:.267,slugging:.333,ops:erc">.333,ops+:lugging">.600,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Eric Stults,age:27,games:13,plate_appearances:12,at_bats:12,runs:1,hits:4,doubles:2,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.333,onbase:.333,slugging:.500,ops:erc">.500,ops+:lugging">.833,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Esteban Loaiza,age:35,games:5,plate_appearances:9,at_bats:7,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.143,onbase:.143,slugging:.143,ops:erc">.143,ops+:lugging">.286,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Hung-Chih Kuo,age:25,games:5,plate_appearances:8,at_bats:6,runs:1,hits:1,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.167,onbase:.167,slugging:.667,ops:erc">.667,ops+:lugging">.833,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Jason Schmidt,age:34,games:6,plate_appearances:8,at_bats:7,runs:1,hits:1,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.143,onbase:.143,slugging:.571,ops:erc">.571,ops+:lugging">.714,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Joe Beimel,age:30,games:80,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rudy Seanez,age:38,games:68,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jon Meloan,age:22,games:5,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Takashi Saito,age:37,games:60,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Chin-hui Tsao,age:26,games:20,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott Proctor,age:30,games:31,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Yhency Brazoban,age:27,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
