pos:C,name:Jarrod Saltalamacchia,age:26,games:103,plate_appearances:386,at_bats:358,runs:52,hits:84,doubles:23,triples:3,home_runs:16,runs_batted_in:56,stolen_bases:1,caught_stealing:0,walks:24,strikeouts:119,batting_avg:.235,onbase:.288,slugging:.450,ops:erc">.450,ops+:lugging">.737,bases:161,double_plays:7,hit_by_pitch:3,sac_hits:0,sac_flies:1,intentional_walks:1
pos:1B,name:Adrian Gonzalez,age:29,games:159,plate_appearances:715,at_bats:630,runs:108,hits:213,doubles:45,triples:3,home_runs:27,runs_batted_in:117,stolen_bases:1,caught_stealing:0,walks:74,strikeouts:119,batting_avg:.338,onbase:.410,slugging:.548,ops:erc">.548,ops+:lugging">.957,bases:345,double_plays:28,hit_by_pitch:6,sac_hits:0,sac_flies:5,intentional_walks:20
pos:2B,name:Dustin Pedroia,age:27,games:159,plate_appearances:731,at_bats:635,runs:102,hits:195,doubles:37,triples:3,home_runs:21,runs_batted_in:91,stolen_bases:26,caught_stealing:8,walks:86,strikeouts:85,batting_avg:.307,onbase:.387,slugging:.474,ops:erc">.474,ops+:lugging">.861,bases:301,double_plays:12,hit_by_pitch:1,sac_hits:2,sac_flies:7,intentional_walks:6
pos:SS,name:Marco Scutaro,age:35,games:113,plate_appearances:445,at_bats:395,runs:59,hits:118,doubles:26,triples:1,home_runs:7,runs_batted_in:54,stolen_bases:4,caught_stealing:2,walks:38,strikeouts:36,batting_avg:.299,onbase:.358,slugging:.423,ops:erc">.423,ops+:lugging">.781,bases:167,double_plays:12,hit_by_pitch:1,sac_hits:7,sac_flies:4,intentional_walks:1
pos:3B,name:Kevin Youkilis,age:32,games:120,plate_appearances:517,at_bats:431,runs:68,hits:111,doubles:32,triples:2,home_runs:17,runs_batted_in:80,stolen_bases:3,caught_stealing:0,walks:68,strikeouts:100,batting_avg:.258,onbase:.373,slugging:.459,ops:erc">.459,ops+:lugging">.833,bases:198,double_plays:14,hit_by_pitch:14,sac_hits:0,sac_flies:4,intentional_walks:3
pos:LF,name:Carl Crawford,age:29,games:130,plate_appearances:539,at_bats:506,runs:65,hits:129,doubles:29,triples:7,home_runs:11,runs_batted_in:56,stolen_bases:18,caught_stealing:6,walks:23,strikeouts:104,batting_avg:.255,onbase:.289,slugging:.405,ops:erc">.405,ops+:lugging">.694,bases:205,double_plays:7,hit_by_pitch:3,sac_hits:2,sac_flies:4,intentional_walks:1
pos:CF,name:Jacoby Ellsbury,age:27,games:158,plate_appearances:732,at_bats:660,runs:119,hits:212,doubles:46,triples:5,home_runs:32,runs_batted_in:105,stolen_bases:39,caught_stealing:15,walks:52,strikeouts:98,batting_avg:.321,onbase:.376,slugging:.552,ops:erc">.552,ops+:lugging">.928,bases:364,double_plays:8,hit_by_pitch:9,sac_hits:3,sac_flies:5,intentional_walks:1
pos:RF,name:J.D. Drew,age:35,games:81,plate_appearances:286,at_bats:248,runs:23,hits:55,doubles:6,triples:1,home_runs:4,runs_batted_in:22,stolen_bases:0,caught_stealing:1,walks:33,strikeouts:58,batting_avg:.222,onbase:.315,slugging:.302,ops:erc">.302,ops+:lugging">.617,bases:75,double_plays:2,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:4
pos:DH,name:David Ortiz,age:35,games:146,plate_appearances:605,at_bats:525,runs:84,hits:162,doubles:40,triples:1,home_runs:29,runs_batted_in:96,stolen_bases:1,caught_stealing:1,walks:78,strikeouts:83,batting_avg:.309,onbase:.398,slugging:.554,ops:erc">.554,ops+:lugging">.953,bases:291,double_plays:24,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:12
pos:IF,name:Jed Lowrie,age:27,games:88,plate_appearances:341,at_bats:309,runs:40,hits:78,doubles:14,triples:4,home_runs:6,runs_batted_in:36,stolen_bases:1,caught_stealing:1,walks:23,strikeouts:60,batting_avg:.252,onbase:.303,slugging:.382,ops:erc">.382,ops+:lugging">.685,bases:118,double_plays:6,hit_by_pitch:2,sac_hits:1,sac_flies:6,intentional_walks:2
pos:OF,name:Josh Reddick,age:24,games:87,plate_appearances:278,at_bats:254,runs:41,hits:71,doubles:18,triples:3,home_runs:7,runs_batted_in:28,stolen_bases:1,caught_stealing:2,walks:19,strikeouts:50,batting_avg:.280,onbase:.327,slugging:.457,ops:erc">.457,ops+:lugging">.784,bases:116,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:4,intentional_walks:1
pos:C,name:Jason Varitek,age:39,games:68,plate_appearances:250,at_bats:222,runs:32,hits:49,doubles:10,triples:1,home_runs:11,runs_batted_in:36,stolen_bases:0,caught_stealing:0,walks:21,strikeouts:67,batting_avg:.221,onbase:.300,slugging:.423,ops:erc">.423,ops+:lugging">.723,bases:94,double_plays:3,hit_by_pitch:4,sac_hits:3,sac_flies:0,intentional_walks:0
pos:OF,name:Darnell McDonald,age:32,games:79,plate_appearances:175,at_bats:157,runs:26,hits:37,doubles:6,triples:1,home_runs:6,runs_batted_in:24,stolen_bases:2,caught_stealing:3,walks:14,strikeouts:33,batting_avg:.236,onbase:.303,slugging:.401,ops:erc">.401,ops+:lugging">.704,bases:63,double_plays:3,hit_by_pitch:2,sac_hits:0,sac_flies:2,intentional_walks:0
pos:IF,name:Mike Aviles,age:30,games:38,plate_appearances:107,at_bats:101,runs:17,hits:32,doubles:6,triples:0,home_runs:2,runs_batted_in:8,stolen_bases:4,caught_stealing:2,walks:4,strikeouts:17,batting_avg:.317,onbase:.340,slugging:.436,ops:erc">.436,ops+:lugging">.775,bases:44,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:RF,name:Mike Cameron,age:38,games:33,plate_appearances:105,at_bats:94,runs:9,hits:14,doubles:2,triples:0,home_runs:3,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:25,batting_avg:.149,onbase:.212,slugging:.266,ops:erc">.266,ops+:lugging">.477,bases:25,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:0
pos:UT,name:Drew Sutton,age:28,games:31,plate_appearances:60,at_bats:54,runs:11,hits:17,doubles:7,triples:0,home_runs:0,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:13,batting_avg:.315,onbase:.362,slugging:.444,ops:erc">.444,ops+:lugging">.807,bases:24,double_plays:0,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
pos:DH,name:Ryan Lavarnway,age:23,games:17,plate_appearances:43,at_bats:39,runs:5,hits:9,doubles:2,triples:0,home_runs:2,runs_batted_in:8,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:10,batting_avg:.231,onbase:.302,slugging:.436,ops:erc">.436,ops+:lugging">.738,bases:17,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Yamaico Navarro,age:23,games:16,plate_appearances:40,at_bats:37,runs:6,hits:8,doubles:2,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:9,batting_avg:.216,onbase:.275,slugging:.351,ops:erc">.351,ops+:lugging">.626,bases:13,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Conor Jackson,age:29,games:12,plate_appearances:22,at_bats:19,runs:2,hits:3,doubles:0,triples:0,home_runs:1,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:3,batting_avg:.158,onbase:.227,slugging:.316,ops:erc">.316,ops+:lugging">.543,bases:6,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:SS,name:Jose Iglesias,age:21,games:10,plate_appearances:6,at_bats:6,runs:3,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Lars Anderson,age:23,games:6,plate_appearances:5,at_bats:5,runs:2,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Nate Spears,age:26,games:3,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:DH,name:Joey Gathright,age:30,games:7,plate_appearances:1,at_bats:0,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:1,walks:1,strikeouts:0,batting_avg:,onbase:1.000,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jon Lester,age:27,games:2,plate_appearances:5,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Josh Beckett,age:31,games:2,plate_appearances:5,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tim Wakefield,age:44,games:2,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Andrew Miller,age:26,games:2,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Lackey,age:32,games:1,plate_appearances:3,at_bats:3,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.667,ops:erc">.667,ops+:lugging">1.000,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rich Hill,age:31,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Trever Miller,age:38,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Clay Buchholz,age:26,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Bobby Jenks,age:30,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Felix Doubront,age:23,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dan Wheeler,age:33,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Hideki Okajima,age:35,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
